id_lab,id,subset,no,requisitioner,tax_name,functional_group,n_replicates_nutrition,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm,n_replicates_gas,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm,ch4_category,tddm_category,lmf_category,lmf_category_rank,quartile,quartile_rank
F25-1742,CIAT-23932,4,29,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,95.12,7.29,92.71,18.84,49.89,63.09,8,14.7,16.24,73.46,22.76,High,Not High,Category_4,24,Q4,132
F25-1743,CIAT-23933,4,31,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,93.72,7.37,92.63,17.58,49.31,64.37,6,15.03,14.65,65.72,22.87,High,Not High,Category_4,16,Q4,131
F25-1744,CIAT-23934,4,33,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,94.17,8.2,91.8,22.61,43.74,58.5,8,14.45,15.71,58.42,29.86,Medium,Not High,Category_2,94,Q3,114
F25-1745,CIAT-23936,4,35,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,94.06,7.8,92.2,19.27,49.21,61.66,7,14.27,15.87,69.63,21.51,High,Not High,Category_4,21,Q4,138
F25-2614,CIAT-24104,4,207,Genetic_bank,Macroptilium atropurpureum,Herbaceous_legumes,2,92.3,13.07,86.93,26.64,25.99,45.24,8,12.88,14.35,40.93,56.78,Low,Not High,Category_2,34,Q2,80
F26-0028,CIAT-24333,4,,Genetic_bank,Macroptilium bracteatum,Herbaceous_legumes,2,94.41,9.69,90.31,15.85,35.23,55.05,7,14.54,15.59,84.68,35.63,High,Not High,Category_4,68,Q4,274
F25-2615,CIAT-24565,4,209,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,90.07,11.42,88.58,23.16,31,49.61,6,12.92,14.38,46.92,50.41,Medium,Not High,Category_2,92,Q3,162
F25-2581,CIAT-2690,4,139,Genetic_bank,Stylosanthes angustifolia,Herbaceous_legumes,2,91.01,9.45,90.55,17.54,38.39,60.09,8,11,13.35,85.57,29.9,High,Not High,Category_4,69,Q4,299
F25-2574,CIAT-326,4,123,Genetic_bank,Desmodium scorpiurus,Herbaceous_legumes,2,91.68,13.17,86.83,28.62,38.94,55.66,6,13.77,15.23,55.45,39.09,High,Not High,Category_4,25,Q4,255
F25-1775,CIAT-33116,4,101,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,95.63,7.88,92.12,18.3,57.42,65.17,5,13.88,15.41,51.55,26.21,Medium,Not High,Category_2,74,Q4,123
F25-1746,CIAT-33119,4,37,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,95.29,7.4,92.6,17.3,40.98,59.48,6,14.65,16.27,60.37,29.76,High,Not High,Category_4,7,Q3,115
F26-0042,CIAT-33127,4,,Genetic_bank,Codariocalyx motorius,Shrub_Trees,2,95.6,9.53,90.47,13.66,45.27,64.59,,,,,,,,,,,
F26-0029,CIAT-33235,4,,Genetic_bank,Desmodium scorpiurus,Herbaceous_legumes,2,93.33,15.45,84.55,20.05,43.51,56.61,7,14.79,15.42,58.31,33.78,High,Not High,Category_4,42,Q4,285
F25-1747,CIAT-33383,4,39,Genetic_bank,Dendrolobium sp.,Shrub_Trees,2,94.67,9.8,90.2,14.66,47.34,59.76,8,14.32,15.94,56.51,30.62,Medium,Not High,Category_2,87,Q3,109
F25-1748,CIAT-33402,4,41,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,94.63,6.91,93.09,20.08,45.18,60.09,8,14.39,15.88,60.27,29.73,Medium,Not High,Category_2,98,Q4,116
F25-1749,CIAT-33508,4,43,Genetic_bank,Dendrolobium umbellatum,Shrub_Trees,2,93.75,8.67,91.33,22.61,45.81,58.36,7,14.74,16.94,67.34,31.78,High,Not High,Category_4,10,Q3,106
F25-1750,CIAT-33515,4,45,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,93.41,11.11,88.89,20.96,51.47,63.32,6,14.2,15.58,79.12,18.94,High,Not High,Category_4,27,Q4,143
F25-2616,CIAT-33561,4,211,Genetic_bank,Desmodium wigginsii,Herbaceous_legumes,2,91.88,9.91,90.09,16.29,36.11,54.68,8,13.89,15.32,62.43,43.12,High,Not High,Category_4,32,Q3,223
F26-0030,CIAT-33605,4,,Genetic_bank,Desmodium sandwicense x intortum,Herbaceous_legumes,2,95.55,10.57,89.43,19.32,46.46,59.61,7,13.69,14.84,60.55,31.27,High,Not High,Category_4,54,Q4,294
F25-2617,CIAT-34038,4,213,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,91.79,12.24,87.76,20.57,24.32,46.96,8,12.9,14.44,47.68,55.34,Medium,Not High,Category_2,101,Q2,96
F25-2618,CIAT-34040,4,215,Genetic_bank,Vigna aconitifolia,Herbaceous_legumes,2,90.66,12.81,87.19,25.56,22.65,41.97,8,13.5,15.4,56.11,54.28,High,Not High,Category_4,2,Q2,113
F25-2619,CIAT-34042,4,217,Genetic_bank,Vigna aconitifolia,Herbaceous_legumes,2,91.07,12.37,87.63,24.71,23.37,48.96,8,13.48,15.2,56.27,49.93,High,Not High,Category_4,10,Q3,165
F25-2620,CIAT-34044,4,219,Genetic_bank,Vigna aconitifolia,Herbaceous_legumes,2,91.57,10.44,89.56,22.36,20.67,54.27,8,13.74,15.67,64.72,49.46,High,Not High,Category_4,23,Q3,170
F26-0031,CIAT-34144,4,,Genetic_bank,Vigna radiata,Herbaceous_legumes,2,90.9,11.68,88.32,24.93,21.59,48.93,6,14.05,15.67,59.13,54.61,High,Not High,Category_4,7,Q2,112
F25-2621,CIAT-34148,4,221,Genetic_bank,Vigna radiata,Herbaceous_legumes,2,89.54,10.26,89.74,23.29,27.82,44.75,8,13.89,15.41,58.17,46.55,High,Not High,Category_4,18,Q3,193
F25-2622,CIAT-34159,4,223,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,90.48,11.99,88.01,22.86,22.34,48.64,8,14.09,15.22,56.72,54.02,High,Not High,Category_4,4,Q2,115
F25-2623,CIAT-34347,4,225,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,89.49,12,88,32.46,25.27,42.68,6,12.32,13.84,45.74,53.14,Medium,Not High,Category_2,76,Q2,121
F26-0019,CIAT-3694,4,,Genetic_bank,Desmodium sandwicense,Herbaceous_legumes,2,94.45,12.93,87.07,17.42,46.56,61.01,7,14.04,15.41,96.04,21.4,High,Not High,Category_4,70,Q4,306
F25-2582,CIAT-4069,4,141,Genetic_bank,Macroptilium atropurpureum,Herbaceous_legumes,2,92.3,14.76,85.24,20.83,33.57,51.71,8,11.35,12.68,57.03,33.68,High,Not High,Category_4,38,Q4,287
F26-0020,CIAT-4080,4,,Genetic_bank,Macroptilium bracteatum,Herbaceous_legumes,2,94.69,16.19,83.81,21.55,30.67,51.26,7,13.34,14.91,60.76,38.61,High,Not High,Category_4,37,Q4,259
F25-2583,CIAT-4141,4,143,Genetic_bank,Vigna radiata,Herbaceous_legumes,2,90.94,11.82,88.18,19.48,27.99,49.14,6,13.4,14.7,67.86,40.83,High,Not High,Category_4,47,Q4,243
F25-2575,CIAT-415,4,127,Genetic_bank,Vigna radiata,Herbaceous_legumes,2,91.94,20.27,79.73,26.96,25.27,42.2,8,11.22,13.79,43.25,51.39,Low,Not High,Category_2,55,Q2,150
F25-2576,CIAT-416,4,129,Genetic_bank,Vigna radiata,Herbaceous_legumes,2,91.43,10.76,89.24,26.84,23.98,45.46,8,12.38,14.79,50.26,56.45,Medium,Not High,Category_2,131,Q2,88
F25-2584,CIAT-4532,4,145,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,92.06,11.97,88.03,18.94,24.33,48.32,8,13.18,14.6,78.97,37.31,High,Not High,Category_4,64,Q4,268
F25-2585,CIAT-4537,4,147,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,92.22,12.06,87.94,25.08,28.02,49.63,7,11.7,13.68,55.33,46.92,Medium,Not High,Category_3,184,Q3,191
F25-2577,CIAT-517,4,131,Genetic_bank,Macroptilium atropurpureum,Herbaceous_legumes,2,91.08,13.69,86.31,23.68,26.53,45.61,8,11.58,13.23,52.88,37.99,Medium,Not High,Category_2,158,Q4,265
F25-2578,CIAT-563,4,133,Genetic_bank,Macroptilium bracteatum,Herbaceous_legumes,2,93,12.89,87.11,21.86,30.29,51.44,8,12.19,13.66,53.49,40.95,Medium,Not High,Category_2,167,Q4,240
F26-0013,CIAT-590,4,,Genetic_bank,Macroptilium bracteatum,Herbaceous_legumes,2,92.6,10.54,89.46,18.47,36.08,55.46,7,13.09,14.56,55.65,44.66,High,Not High,Category_4,14,Q3,208
F26-0021,CIAT-7162,4,,Genetic_bank,Indigofera jamaicensis,Herbaceous_legumes,2,94.02,15.84,84.16,23.42,32.33,45.22,7,12.81,14.44,53.04,41.56,Medium,Not High,Category_2,163,Q4,236
F25-2586,CIAT-7289,4,149,Genetic_bank,Chamaecrista mimosoides,Herbaceous_legumes,2,91.41,5.75,94.25,18.56,36.54,57.45,6,14.05,15.85,78.43,34.88,High,Not High,Category_4,65,Q4,278
F25-1751,CIAT-7353,4,47,Genetic_bank,Prosopis juliflora,Shrub_Trees,2,94.63,9.42,90.58,30.49,29.38,46.32,8,11.21,9.59,15.04,44.37,Low,Not High,Category_2,2,Q2,69
F26-0014,CIAT-778,4,,Genetic_bank,Macroptilium atropurpureum,Herbaceous_legumes,2,92.58,12.36,87.64,22.84,35.74,52.82,7,11.24,13.13,48.69,38.62,Medium,Not High,Category_2,111,Q4,258
F25-2587,CIAT-7826,4,151,Genetic_bank,Tephrosia purpurea,Herbaceous_legumes,2,90.76,8.32,91.68,21.7,29.57,53.57,8,13.38,14.83,66.85,34.59,High,Not High,Category_4,58,Q4,281
F25-2579,CIAT-789,4,135,Genetic_bank,Zornia latifolia,Herbaceous_legumes,2,88.85,8.44,91.56,14.79,24.85,51.08,8,13.2,14.71,84.23,40.55,High,Not High,Category_4,66,Q4,246
F26-0032,CIAT-7934,4,,Genetic_bank,Sesbania sesban,Shrub_Trees,2,96.47,12.96,87.04,26.82,19.26,48.67,5,14.54,14.7,66.79,40.75,High,Not High,Category_4,5,Q3,81
F26-0033,CIAT-7937,4,,Genetic_bank,Mimosa nuda,Shrub_Trees,2,96.2,8.19,91.81,14.65,42.43,62.26,7,12.96,13.76,61.51,28.95,High,Not High,Category_4,9,Q4,120
F25-1752,CIAT-7976,4,49,Genetic_bank,Cassia sp.,Shrub_Trees,2,93.42,12.05,87.95,25.59,39.54,50.12,8,12.78,14.12,44.81,41.56,Low,Not High,Category_2,49,Q2,77
F25-2588,CIAT-8014,4,153,Genetic_bank,Crotalaria retusa,Herbaceous_legumes,2,91.31,8.93,91.07,21.18,30.02,54.88,7,12.27,13.35,53.29,51.76,Medium,Not High,Category_2,164,Q2,144
F25-1753,CIAT-8018,4,51,Genetic_bank,Acacia aroma,Shrub_Trees,2,93.8,18.11,81.89,23.54,58.53,70.33,6,14.07,15.7,74.59,19.41,High,Not High,Category_4,26,Q4,142
F26-0034,CIAT-8056,4,,Genetic_bank,Mimosa diplotricha,Shrub_Trees,2,95.29,9.92,90.08,18.62,39.26,54.43,5,12.74,14.22,58.67,35.26,Medium,Not High,Category_2,95,Q3,98
F26-0015,CIAT-827,4,,Genetic_bank,Indigofera jamaicensis,Herbaceous_legumes,2,94.76,11.79,88.21,21.62,27.76,47.6,7,13.93,15.38,52.87,45.19,Medium,Not High,Category_2,157,Q3,203
F26-0022,CIAT-8820,4,,Genetic_bank,Tephrosia cinerea,Herbaceous_legumes,2,95.08,9.53,90.47,24.27,33.64,51.89,7,15.06,16.61,66.38,45.42,High,Not High,Category_4,35,Q3,201
F25-2589,CIAT-8849,4,155,Genetic_bank,Zornia brasiliensis,Herbaceous_legumes,2,90.26,9.62,90.38,17.57,26.44,51.96,8,12.7,15.12,65.41,37.41,High,Not High,Category_4,49,Q4,267
F25-2590,CIAT-9326,4,157,Genetic_bank,Crotalaria retusa,Herbaceous_legumes,2,92.01,7.75,92.25,18.84,32.62,49.99,7,12.16,13.58,62.07,44.24,High,Not High,Category_4,29,Q3,212
F25-2591,CIAT-9337,4,159,Genetic_bank,Crotalaria retusa,Herbaceous_legumes,2,92.17,8.75,91.25,22.46,26.1,47.12,6,12,12.72,50.54,46.3,Medium,Not High,Category_2,134,Q3,195
F25-2592,CIAT-9350,4,161,Genetic_bank,Crotalaria pumila,Herbaceous_legumes,2,91.19,7.58,92.42,21.99,29.77,49.72,8,12.82,13.98,46.71,59.88,Medium,Not High,Category_2,90,Q1,51
F25-2593,CIAT-9352,4,163,Genetic_bank,Crotalaria pumila,Herbaceous_legumes,2,93.41,9.4,90.6,22.82,31.07,56.45,8,12.9,14.7,57.38,47.09,High,Not High,Category_4,13,Q3,187
F25-2594,CIAT-9472,4,165,Genetic_bank,Zornia brasiliensis,Herbaceous_legumes,2,92.1,10.15,89.85,18.21,25.07,49.47,7,12.33,14.86,61.18,35.27,High,Not High,Category_4,45,Q4,276
F25-2595,CIAT-9531,4,167,Genetic_bank,Indigofera spicata,Herbaceous_legumes,2,91.6,16.19,83.81,20.55,25.44,42.67,7,12.43,14.65,48.49,50.85,Medium,Not High,Category_2,106,Q3,158
F26-0016,CIAT-997,4,,Genetic_bank,Macroptilium atropurpureum,Herbaceous_legumes,2,93.56,12.3,87.7,21.44,32.78,50.82,7,12.11,13.85,46.31,42.42,Medium,Not High,Category_2,83,Q3,229
F25-1754,CIAT-9990,4,53,Genetic_bank,Prosopis juliflora,Shrub_Trees,2,92.97,12.38,87.62,31.75,28.64,48.76,8,9.28,6.78,7.53,52.35,Low,Not High,Category_2,1,Q1,39
F25-2184,CIAT-BH-22-0303,4,103,Genetic_bank,Urochloa humidicola,Grasses,2,94.84,9.51,90.49,8.02,33.13,68.08,5,14.06,14.79,129.3,22.13,High,Not High,Category_4,20,Q4,187
F25-2186,CIAT-BH-22-0468,4,107,Genetic_bank,Urochloa humidicola,Grasses,2,96.02,10.67,89.33,9.59,33.18,67.84,8,14.35,14.8,75.5,34.63,High,Not High,Category_4,13,Q4,179
F25-2191,CIAT-BH-22-0517,4,117,Genetic_bank,Urochloa humidicola,Grasses,2,96.87,10.26,89.74,8.21,34.31,69.46,,,,,,,,,,,
F25-2192,CIAT-BH-22-0519,4,119,Genetic_bank,Urochloa humidicola,Grasses,2,97.66,11.14,88.86,9.36,31.68,64.58,,,,,,,,,,,
F25-2193,CIAT-BH-22-0521,4,121,Genetic_bank,Urochloa humidicola,Grasses,2,96.53,10.99,89.01,9.03,31.72,66.88,7,29.81,3.54,45.56,13.48,Low,Not High,Category_2,42,Q4,191
F25-2185,CIAT-BH-22-1594,4,105,Genetic_bank,Urochloa humidicola,Grasses,2,95.08,11.59,88.41,7.96,34.08,68.32,6,14.28,14.91,77.18,37.18,High,Not High,Category_4,12,Q4,172
F25-2188,CIAT-BH-22-1710,4,111,Genetic_bank,Urochloa humidicola,Grasses,2,97.27,9.94,90.06,7.56,35.3,69.39,7,13.94,14.66,73.82,36.11,High,Not High,Category_4,10,Q4,178
F25-2189,CIAT-BH-22-2365,4,113,Genetic_bank,Urochloa humidicola,Grasses,2,97.1,12.34,87.66,9.98,31.98,64.14,5,14,14.44,66.84,39.83,High,Not High,Category_4,3,Q4,166
F25-2190,CIAT-BH-22-3572,4,115,Genetic_bank,Urochloa humidicola,Grasses,2,96.5,10.04,89.96,7.98,32.77,68.19,5,13.58,14.19,154.85,20.76,High,Not High,Category_4,21,Q4,188
F25-2187,CIAT-BH-22-3830,4,109,Genetic_bank,Urochloa humidicola,Grasses,2,95.96,10.19,89.81,8.04,32.62,67.43,6,13.9,14.78,75.1,40.8,High,Not High,Category_4,7,Q4,160
F25-2640,Cayman-Br-02-1752,4,61,Isabel Molina,Urochloa interespecific,Grasses,2,97,9.65,90.35,8.05,26.24,62.13,8,12.99,13.37,50.17,50.22,Low,Not High,Category_2,85,Q2,86
F25-2641,,4,63,Mauricio Sotelo,Gliricidia sepium ,Shrub_Trees,2,93.5,9.41,90.59,22.38,21.94,47.2,7,13.69,14.98,45.48,55.91,Medium,Not High,Category_2,151,,
F25-2641,,4,63,Mauricio Sotelo,Gliricidia sepium ,Shrub_Trees,2,93.5,9.41,90.59,22.38,21.94,47.2,7,13.69,14.98,45.48,55.91,Low,Not High,Category_2,1,,
F25-2641,,4,63,Mauricio Sotelo,Gliricidia sepium ,Shrub_Trees,2,93.5,9.41,90.59,22.38,21.94,47.2,7,13.69,14.98,45.48,55.91,High,Not High,Category_4,36,,
F25-2641,,4,63,Mauricio Sotelo,Gliricidia sepium ,Shrub_Trees,2,93.5,9.41,90.59,22.38,21.94,47.2,7,13.69,14.98,45.48,55.91,Low,Not High,Category_2,55,,
F25-2641,,4,63,Mauricio Sotelo,Gliricidia sepium ,Shrub_Trees,2,93.5,9.41,90.59,22.38,21.94,47.2,7,13.69,14.98,45.48,55.91,Medium,Not High,Category_2,83,,
