id_lab,id,tax_name,functional_group,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm,net_gas_8h_ml,net_gas_24h_ml,gas_ml_g_dm_incubated_24h,tddm,part_fact,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,ch4_ml_g_dm_incubated_24h,methane_intensity,ch4_ml_g_ndf_digested_24h
F25-2615,CIAT-24565,Vigna unguiculata,Herbaceous_legumes,90.07,11.42,88.58,23.16,31.0,49.61,30.86,73.75,163.65,50.41,3.08,12.92,14.38,23.63,46.92,0.07
F25-2616,CIAT-33561,Desmodium wigginsii,Herbaceous_legumes,91.88,9.91,90.09,16.29,36.11,54.68,40.78,79.73,173.51,43.12,2.49,13.89,15.32,26.64,62.43,-1.68
F25-2617,CIAT-34038,Vigna unguiculata,Herbaceous_legumes,91.79,12.24,87.76,20.57,24.32,46.96,37.78,82.42,179.52,55.34,3.09,12.9,14.44,25.96,47.68,0.38
F25-2618,CIAT-34040,Vigna aconitifolia,Herbaceous_legumes,90.66,12.81,87.19,25.56,22.65,41.97,44.97,88.98,196.21,54.28,2.77,13.5,15.4,30.27,56.11,5.86
F25-2619,CIAT-34042,Vigna aconitifolia,Herbaceous_legumes,91.07,12.37,87.63,24.71,23.37,48.96,38.78,83.58,183.48,49.93,2.73,13.48,15.2,27.98,56.27,1.79
F25-2620,CIAT-34044,Vigna aconitifolia,Herbaceous_legumes,91.57,10.44,89.56,22.36,20.67,54.27,44.47,90.61,197.76,49.46,2.48,13.74,15.67,31.07,64.72,-1.39
F25-2621,CIAT-34148,Vigna radiata,Herbaceous_legumes,89.54,10.26,89.74,23.29,27.82,44.75,33.78,76.98,171.85,46.55,2.72,13.89,15.41,26.49,58.17,13.1
F25-2622,CIAT-34159,Vigna unguiculata,Herbaceous_legumes,90.48,11.99,88.01,22.86,22.34,48.64,44.97,89.11,196.9,54.02,2.76,14.09,15.22,30.03,56.72,1.45
F25-2623,CIAT-34347,Vigna unguiculata,Herbaceous_legumes,89.49,12.0,88.0,32.46,25.27,42.68,36.16,78.18,174.57,53.14,3.03,12.32,13.84,24.26,45.74,0.93
F25-2629,CIAT-20692,Clitoria ternatea ,Herbaceous_legumes,95.52,8.7,91.3,27.05,30.2,52.99,47.66,88.77,185.06,55.79,3.02,58.42,38.68,71.14,130.1,623.58
F25-2630,CIAT-20692,Clitoria ternatea ,Herbaceous_legumes,93.89,7.34,92.66,23.76,29.03,49.64,56.09,96.14,203.65,54.98,2.74,60.88,43.57,86.44,154.47,729.06
F25-2631,CIAT-17768,Clitoria ternatea ,Herbaceous_legumes,92.81,7.68,92.32,24.62,32.85,55.01,50.95,86.23,184.94,47.45,2.58,57.94,41.0,77.54,157.16,733.16
F25-2632,CIAT-17768,Clitoria ternatea ,Herbaceous_legumes,93.47,7.77,92.23,26.04,28.53,47.71,55.12,91.88,196.8,57.89,2.94,66.87,46.13,90.57,156.14,728.73
F25-2633,CIAT-712,Clitoria ternatea ,Herbaceous_legumes,95.11,8.42,91.58,26.15,32.33,52.46,50.29,88.16,186.23,54.3,2.92,75.27,50.08,94.18,171.69,811.72
F25-2634,CIAT-712,Clitoria ternatea ,Herbaceous_legumes,91.26,7.15,92.85,20.06,33.7,50.39,50.89,87.57,189.34,52.78,2.8,58.19,40.56,76.79,142.03,656.38
F25-2635,CIAT-9432,Clitoria ternatea ,Herbaceous_legumes,96.33,8.44,91.56,24.28,35.28,58.05,47.99,84.91,179.59,47.5,2.66,55.9,38.5,68.49,142.49,674.31
F25-2636,CIAT-9432,Clitoria ternatea ,Herbaceous_legumes,94.47,7.01,92.99,19.5,34.98,50.18,50.86,85.34,179.45,50.11,2.8,56.98,40.7,72.92,147.01,698.64
F25-2637,CIAT-17462,Leucaena leucocephala ,Shrub_Trees,92.63,6.88,93.12,29.87,39.13,57.51,34.76,68.17,145.94,40.81,2.81,46.04,31.61,47.55,111.92,523.13
F25-2638,,Tithonia diversifolia,Shrub_Trees,92.21,17.71,82.29,16.53,28.36,42.24,21.09,50.44,109.17,46.68,4.36,35.48,23.03,25.37,54.78,253.19
F25-2639,,Gliricidia sepium ,Shrub_Trees,88.95,10.81,89.19,22.53,19.57,40.76,42.56,84.66,190.3,62.2,3.28,55.68,34.61,65.71,105.78,470.59
F25-2641,,Gliricidia sepium ,Shrub_Trees,93.5,9.41,90.59,22.38,21.94,47.2,37.63,78.54,167.9,55.91,3.33,13.69,14.98,25.16,45.48,-3.09
F26-0013,CIAT-590,Macroptilium bracteatum,Herbaceous_legumes,92.6,10.54,89.46,18.47,36.08,55.46,37.66,75.54,163.1,44.66,2.75,13.09,14.56,23.77,55.65,-12.94
F26-0014,CIAT-778,Macroptilium atropurpureum,Herbaceous_legumes,92.58,12.36,87.64,22.84,35.74,52.82,31.66,62.32,134.57,38.62,2.92,11.24,13.13,17.69,48.69,-1.09
F26-0015,CIAT-827,Indigofera jamaicensis,Herbaceous_legumes,94.76,11.79,88.21,21.62,27.76,47.6,29.09,71.61,151.06,45.19,3.01,13.93,15.38,23.25,52.87,-0.21
F26-0016,CIAT-997,Macroptilium atropurpureum,Herbaceous_legumes,93.56,12.3,87.7,21.44,32.78,50.82,33.87,64.25,137.29,42.42,3.1,12.11,13.85,19.02,46.31,-2.0
F26-0017,CIAT-1405,Stylosanthes capitata,Herbaceous_legumes,94.63,14.28,85.72,16.07,43.38,60.85,35.06,68.39,144.45,38.77,2.71,13.26,15.08,21.79,58.91,2.05
F26-0018,CIAT-1812,Stylosanthes viscosa,Herbaceous_legumes,95.46,10.54,89.46,11.39,44.1,56.28,23.56,33.86,70.92,19.42,2.75,12.6,13.22,9.36,51.65,-0.11
F26-0019,CIAT-3694,Desmodium sandwicense,Herbaceous_legumes,94.45,12.93,87.07,17.42,46.56,61.01,27.59,57.18,121.01,21.4,1.77,14.04,15.41,18.64,96.04,-0.36
F26-0020,CIAT-4080,Macroptilium bracteatum,Herbaceous_legumes,94.69,16.19,83.81,21.55,30.67,51.26,36.09,72.4,152.87,38.61,2.53,13.34,14.91,22.79,60.76,-0.21
F26-0021,CIAT-7162,Indigofera jamaicensis,Herbaceous_legumes,94.02,15.84,84.16,23.42,32.33,45.22,27.37,70.47,149.84,41.56,2.77,12.81,14.44,21.63,53.04,-0.49
F26-0022,CIAT-8820,Tephrosia cinerea,Herbaceous_legumes,95.08,9.53,90.47,24.27,33.64,51.89,46.37,84.82,178.35,45.42,2.56,15.06,16.61,29.61,66.38,1.14
F26-0023,CIAT-14080,Zornia brasiliensis,Herbaceous_legumes,94.73,18.46,81.54,17.23,27.72,46.65,41.3,76.97,162.45,44.37,2.75,12.21,14.63,23.76,54.79,0.23
F26-0024,CIAT-18950,Indigofera spicata,Herbaceous_legumes,93.52,15.89,84.11,21.86,32.78,41.87,40.8,83.82,179.21,47.3,2.66,13.91,15.55,27.83,59.59,-0.67
F26-0025,CIAT-19193,Tephrosia villosa,Herbaceous_legumes,94.33,7.16,92.84,21.66,35.28,58.06,40.59,73.32,155.39,39.26,2.56,14.99,16.7,25.98,68.15,3.59
F26-0026,CIAT-19641,Tephrosia purpurea,Herbaceous_legumes,96.05,8.34,91.66,20.32,40.91,61.49,39.59,73.11,152.16,36.64,2.43,14.43,16.25,24.73,71.68,2.58
F26-0027,CIAT-23503,Desmodium macrodesmum,Herbaceous_legumes,93.33,13.22,86.78,20.34,40.31,55.64,34.73,64.4,137.95,32.87,2.4,12.94,14.37,19.82,64.16,-0.7
F26-0028,CIAT-24333,Macroptilium bracteatum,Herbaceous_legumes,94.41,9.69,90.31,15.85,35.23,55.05,44.01,84.9,179.77,35.63,1.98,14.54,15.59,28.01,84.68,-0.5
F26-0029,CIAT-33235,Desmodium scorpiurus,Herbaceous_legumes,93.33,15.45,84.55,20.05,43.51,56.61,30.51,58.11,124.49,33.78,2.74,14.79,15.42,19.18,58.31,-1.84
F26-0030,CIAT-33605,Desmodium sandwicense x intortum,Herbaceous_legumes,95.55,10.57,89.43,19.32,46.46,59.61,29.87,59.75,125.01,31.27,2.51,13.69,14.84,18.55,60.55,-0.89
F26-0031,CIAT-34144,Vigna radiata,Herbaceous_legumes,90.9,11.68,88.32,24.93,21.59,48.93,40.06,86.44,190.12,54.61,2.74,14.05,15.67,29.78,59.13,-0.31
F26-0032,CIAT-7934,Sesbania sesban,Shrub_Trees,96.47,12.96,87.04,26.82,19.26,48.67,42.38,87.36,181.01,40.75,2.25,14.54,14.7,26.61,66.79,-1.14
F26-0033,CIAT-7937,Mimosa nuda,Shrub_Trees,96.2,8.19,91.81,14.65,42.43,62.26,27.01,55.97,116.32,28.95,2.49,12.96,13.76,16.01,61.51,-0.61
F26-0034,CIAT-8056,Mimosa diplotricha,Shrub_Trees,95.29,9.92,90.08,18.62,39.26,54.43,32.66,67.39,141.41,35.26,2.5,12.74,14.22,20.12,58.67,0.97
F26-0035,CIAT-17514,Mimosa pudica,Shrub_Trees,96.44,10.03,89.97,19.83,41.15,59.39,31.73,62.04,128.62,30.36,2.36,13.73,15.13,19.46,69.97,1.86
F26-0036,CIAT-17725,Mimosa polycarpa,Shrub_Trees,95.67,8.0,92.0,21.38,35.15,61.08,30.44,65.55,137.0,30.02,2.19,13.0,14.85,20.34,71.03,-1.08
F26-0037,CIAT-18947,Sesbania sesban,Shrub_Trees,95.48,9.73,90.27,28.79,20.47,46.0,35.23,73.9,154.75,51.99,3.36,13.67,13.76,21.3,41.93,-0.47
F26-0038,CIAT-19165,Sesbania keniensis,Shrub_Trees,96.44,10.4,89.6,25.52,30.4,50.4,36.44,76.11,157.76,44.03,2.79,14.66,15.21,24.0,56.24,-8.23
F26-0039,CIAT-21899,Sesbania sesban,Shrub_Trees,95.84,7.99,92.01,18.32,41.37,63.03,36.09,68.9,143.71,36.07,2.51,14.06,14.81,21.29,61.07,0.43
F26-0040,CIAT-23414,Codariocalyx motorius,Shrub_Trees,96.31,9.34,90.66,16.19,43.82,62.85,29.68,59.26,122.99,26.23,2.13,14.6,15.26,18.76,73.03,-0.58
F26-0041,CIAT-23767,Desmodium nicaraguense,Shrub_Trees,95.0,10.1,89.9,19.05,26.9,54.72,39.44,74.68,157.14,46.73,2.97,16.24,16.82,26.44,56.97,1.72
F26-0042,CIAT-33127,Codariocalyx motorius,Shrub_Trees,95.6,9.53,90.47,13.66,45.27,64.59,,,,,,,,,,
