31_no,31_date,31_requisitioner,31_gene_bank_id,31_tax_name,31_family,31_order,31_genus2,31_species3,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrangue_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks_1,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h,31_column8
No,Date,Requisitioner,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Column8
306,45931,Breeding,CIAT-BH22_2531,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2171,23,48,3,2,96,0.5001,482.34645,230.34645,0.372916667,40.5,0.71875,76,12.3,40,0.396527778,100.5,14,,35.5,60.5,34.31999099,58.17685727,92.49684826,4.221358892,8.144760017,12.36611891,191.7643392,47.75539449,2.490316744,12.3,13.36923273,25.6374208,53.68486864,258.9470581,14.2292121,29.7960309,
307,45931,Breeding,CIAT-BH22_2531,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2171,23,48,3,3,97,0.5002,0,0,0.372916667,40,0.71875,75,12.5,40,0.397222222,102,14.5,,35,62,33.81999099,59.67685727,93.49684826,4.227498874,8.653144303,12.88064318,#DIV/0!,0,0,12.5,13.77655335,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
308,45931,LMF,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,,,,F25-0017,23,48,3,1,98,0.2502,228.5152454,139.5152454,0.373611111,40,0.719444444,67,13.4,39.5,0.397916667,71,16.1,,27,31.5,25.81999099,29.17685727,54.99684826,3.459878793,4.69747402,8.157352813,240.6703682,61.05292676,2.536786195,13.4,14.83240053,35.69719297,58.46925752,133.6111673,19.8125597,32.4514495,
309,45931,LMF,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,,,,F25-0017,23,48,3,2,99,0.2505,228.7892445,0,0.373611111,40,0.720138889,65.5,13.6,40,0.398611111,71,16.3,,25.5,31,24.31999099,28.67685727,52.99684826,3.307518775,4.674327734,7.981846509,231.6404705,0,0,13.6,15.06098338,34.88733278,#DIV/0!,#DIV/0!,19.36307328,#DIV/0!,
310,45931,LMF,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,,,,F25-0017,23,48,3,3,100,0.25,228.3325794,137.3325794,0.373611111,40.5,0.720833333,67,13,39.5,0.398611111,71,15.9,,26.5,31.5,25.31999099,29.17685727,54.49684826,3.291598829,4.639120305,7.930719134,238.6731162,60.1458538,2.520009574,13,14.55261981,34.73319119,57.7482719,131.8581188,19.27752203,32.05129001,
311,45931,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,,,,F25-0008,23,48,3,1,101,0.5,468.6546792,87.65467922,0.374305556,41,0.720833333,66,13.8,40,0.399305556,83.5,15.7,,25,43.5,23.81999099,41.17685727,64.99684826,3.287158757,6.464766591,9.751925348,138.6881453,18.70346827,1.348598918,13.8,15.00368958,20.8083388,111.2539049,521.3966312,11.54898804,61.74784204,
312,45931,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,,,,F25-0008,23,48,3,2,102,0.5004,469.029603,202.029603,0.374305556,40,0.721527778,65,13.9,40,0.4,83,15.5,,25,43,23.81999099,40.67685727,64.49684826,3.310978748,6.304912876,9.615891624,137.5112527,43.07395561,3.132394969,13.9,14.90908763,20.50167316,47.59644865,223.2414341,11.37878331,26.41685247,
313,45931,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,,,,F25-0008,23,48,3,3,103,0.5001,468.7484102,114.7484102,0.374305556,40,0.722222222,63,14.5,40,0.4,83.5,15.7,,23,43.5,21.81999099,41.17685727,62.99684826,3.163898694,6.464766591,9.628665284,134.3937321,24.47974386,1.821494461,14.5,15.28436033,20.54122228,83.91109969,393.3319458,11.40073375,46.57211208,
314,45931,,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,23,48,3,1,104,-,,0,0.375,40,0.722222222,41.5,40,40,0.400694444,42.5,-,,1.5,2.5,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
315,45931,,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,23,48,3,2,105,-,,0,0.375,40.5,0.222222222,40.5,39,40,0.400694444,41,-,,0,1,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
316,45951,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,24,49,1,1,1,,,0,0.352777778,39.5,0.655555556,41.5,,39.5,0.334722222,43,,,2,3.5,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
317,45951,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,24,49,1,2,2,,,0,0.353472222,39.5,0.655555556,41.5,,39.5,0.335416667,43.5,,,2,4,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
318,45951,Genetic bank,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,CIAT-9578,24,49,1,1,3,0.5002,475.5700632,164.5700632,0.353472222,41,0.655555556,65.5,10.4,40,0.336111111,63.5,12.2,,24.5,23.5,22.36123367,20.40247635,42.76371003,2.325568302,2.489102115,4.814670417,89.92094611,34.60479874,3.848357945,10.4,11.25877622,10.1239981,29.25605254,139.1330276,5.618994102,16.23761532,
319,45951,Genetic bank,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,CIAT-9578,24,49,1,2,4,0.5004,475.7602152,144.7602152,0.354166667,41.5,0.65625,62.5,12.4,40.5,0.3375,64,13.6,,21,23.5,18.86123367,20.40247635,39.26371003,2.338792975,2.774736784,5.11352976,82.5283594,30.42713757,3.686870525,12.4,13.02355217,10.74812394,35.32413759,168.058193,5.965394741,19.60550751,
320,45951,Genetic bank,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,CIAT-9578,24,49,1,3,5,0.5003,475.6651392,161.6651392,0.354166667,41,0.656944444,65,11.9,40,0.338194444,63,13.9,,24,23,21.86123367,19.90247635,41.76371003,2.601486807,2.766444213,5.36793102,87.80065341,33.98717415,3.870947747,11.9,12.85309906,11.28510496,33.20401075,157.939904,6.263428495,18.42880043,
321,45951,Genetic bank,CIAT-13158,Desmodium strigillosum,Desmodium,strigillosum,Fabaceae,Fabales,Herbaceous,CIAT-13158,24,49,1,1,6,0.5,467.5863285,242.5863285,0.354166667,42,0.657638889,74.5,12.3,41,0.338888889,76,13.8,,32.5,35,30.36123367,31.90247635,62.26371003,3.734431742,4.402541737,8.136973479,133.1598172,51.88054348,3.896111047,12.3,13.0685651,17.4020774,33.54258886,156.8405597,9.65845403,18.61671714,
322,45951,Genetic bank,CIAT-13158,Desmodium strigillosum,Desmodium,strigillosum,Fabaceae,Fabales,Herbaceous,CIAT-13158,24,49,1,2,7,0.5,467.5863285,239.5863285,0.354166667,41.5,0.658333333,73,13.2,40.5,0.338888889,75.5,13.9,,31.5,35,29.36123367,31.90247635,61.26371003,3.875682845,4.434444213,8.310127058,131.0211747,51.23895073,3.910738157,13.2,13.56451814,17.772391,34.68531411,162.1837867,9.863984489,19.25094942,
323,45951,Genetic bank,CIAT-13158,Desmodium strigillosum,Desmodium,strigillosum,Fabaceae,Fabales,Herbaceous,CIAT-13158,24,49,1,3,8,0.5006,468.1474321,228.1474321,0.354861111,41,0.659027778,72.5,13.2,40.5,0.339583333,76,13.8,,31.5,35.5,29.36123367,32.40247635,61.76371003,3.875682845,4.471541737,8.347224582,131.9321773,48.7340988,3.693875124,13.2,13.51477199,17.83033295,36.58697583,171.2809878,9.896143269,20.30640458,
