31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h,31_net_gas_8h_ml,31_net_gas_8_24h_ml,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h2,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h,31_remarks
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h2",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Remarks
757,46076,Genbank,CIAT9472,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Tree,F252594,28,69,3,2,176,0.5,460.4809165,109.3809165,0.365277778,40.5,0.734027778,77.5,12.7,39.5,0.411111111,72.5,18,,37,33,35.15623592,30.67685727,65.83309319,4.464841962,5.521834308,9.98667627,142.9659533,23.75362639,1.661488337,12.7,15.16969018,21.68749217,91.3018156,-0.18447378,12.03693337,50.67408728,
758,46076,Genbank,CIAT9531,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Tree,F252595,28,69,3,1,177,0.5,457.9919265,233.7919265,0.365972222,41,0.734722222,76.5,12.7,40.5,0.411805556,85.5,16.3,,35.5,45,33.65623592,42.67685727,76.33309319,4.274341962,6.956327734,11.2306697,166.6690803,51.04717201,3.062785965,12.7,14.71271401,24.52154513,48.03702961,-0.762898169,13.6098818,26.66138253,
759,46076,Genbank,CIAT9531,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Tree,F252595,28,69,3,2,178,0.5,457.9919265,247.4919265,0.365972222,40.5,0.734722222,75.5,12.5,40,0.411805556,85,16,,35,45,33.15623592,42.67685727,75.83309319,4.144529491,6.828297162,10.97282665,165.577358,54.03849111,3.263640135,12.5,14.46970734,23.95855913,44.3360994,-1.423028546,13.29741483,24.60730223,
760,46076,Genbank,CIAT10026,Stylosanthes,seabrana,Stylosanthes seabrana,Fabaceae,Fabales,Tree,F252596,28,69,3,1,179,0.5003,464.0123081,149.9123081,0.365972222,40.5,0.735416667,74.5,11.3,40,0.4125,84,14.8,,34,44,32.15623592,41.67685727,73.83309319,3.63365466,6.168174875,9.801829535,159.1188249,32.30783009,2.030421612,11.3,13.2756588,21.12407228,65.38375441,-0.537244168,11.72422558,36.2891149,
761,46076,Genbank,CIAT10026,Stylosanthes,seabrana,Stylosanthes seabrana,Fabaceae,Fabales,Tree,F252596,28,69,3,2,180,0.5001,463.8268145,138.4268145,0.365972222,41,0.735416667,72,11.2,40,0.4125,82,14.7,,31,42,29.15623592,39.67685727,68.83309319,3.265498424,5.832498018,9.097996442,148.4025741,29.84450449,2.011050325,11.2,13.21747436,19.61507217,65.7242347,-0.403502097,10.88670442,36.47808735,
762,46076,Genbank,CIAT12411,Stylosanthes,sympodialis,Stylosanthes sympodialis,Fabaceae,Fabales,Tree,F252597,28,69,3,1,181,0.5,458.6062165,244.1062165,0.366666667,40.5,0.736111111,84.5,11.5,40.5,0.413888889,86.5,15.7,,44,46,42.15623592,43.67685727,85.83309319,4.847967131,6.857266591,11.70523372,187.1607713,53.22784727,2.843963877,11.5,13.63720366,25.52349554,47.95139547,0.498763538,14.16598161,26.61385409,
763,46076,Genbank,CIAT12411,Stylosanthes,sympodialis,Stylosanthes sympodialis,Fabaceae,Fabales,Tree,F252597,28,69,3,2,182,0.5002,458.7896589,224.2896589,0.366666667,40.5,0.736805556,83.5,11.4,40,0.413888889,84.5,15.6,,43,44.5,41.15623592,42.17685727,83.33309319,4.691810895,6.579589733,11.27140063,181.6368167,48.88725249,2.691483663,11.4,13.52571973,24.56768676,50.25376864,0.688701901,13.6354912,27.89171104,
764,46076,Genbank,CIAT13494,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Tree,F252598,28,69,3,1,183,0.5003,458.6062602,190.1062602,0.366666667,40.5,0.7375,86.5,12.5,40,0.413888889,85,16.2,,46,45,44.15623592,42.67685727,86.83309319,5.519529491,6.913650877,12.43318037,189.3412732,41.45304517,2.189329589,12.5,14.31848148,27.11079513,65.40121485,-0.805630573,15.04696034,36.29880575,
765,46076,Genbank,CIAT13494,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Tree,F252598,28,69,3,2,184,0.5004,458.6979265,175.9979265,0.367361111,41,0.7375,85,12.1,40.5,0.414583333,85.5,16.7,,44,45,42.15623592,42.67685727,84.83309319,5.100904547,7.127035163,12.22793971,184.9432672,38.36902596,2.074637619,12.1,14.41411512,26.65793544,69.47774872,-0.568387225,14.79561538,38.56135258,
766,46076,Genbank,CIAT13562,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Tree,F252599,28,69,3,1,185,0.5001,459.1520344,188.3520344,0.367361111,40.5,0.738194444,83.5,14.4,40,0.414583333,74,17.2,,43,34,41.15623592,31.67685727,72.83309319,5.926497973,5.44841945,11.37491742,158.6252216,41.021714,2.586077649,14.4,15.61778709,24.77374937,60.39179486,-0.66067851,13.74985951,33.51849099,
767,46076,Genbank,CIAT13562,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Tree,F252599,28,69,3,2,186,0.5,459.0602223,224.1602223,0.367361111,41,0.738888889,83.5,14.4,40.5,0.415972222,75.5,17,,42.5,35,40.65623592,32.67685727,73.33309319,5.854497973,5.555065735,11.40956371,159.7461283,48.83024306,3.056740315,14.4,15.55854692,24.85417632,50.89914521,-6.719891504,13.79449786,28.2499062,
768,46076,Genbank,CIAT13593,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Tree,F252600,28,69,3,1,187,0.5,453.5435757,69.84357571,0.367361111,40.5,0.739583333,78,14.7,40,0.416666667,74,17.8,,37.5,34,35.65623592,31.67685727,67.33309319,5.241466681,5.638480593,10.87994727,148.4600307,15.39952927,1.037284527,14.7,16.15839516,23.98875843,155.7759202,-0.24110441,13.31417596,86.45833077,
769,46076,Genbank,CIAT13593,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Tree,F252600,28,69,3,2,188,0.5,453.5435757,181.4435757,0.368055556,41,0.740277778,78.5,15.2,40.5,0.416666667,78,17.2,,37.5,37.5,35.65623592,35.17685727,70.83309319,5.419747861,6.05041945,11.47016731,156.1770401,40.0057647,2.561565047,15.2,16.19323228,25.29011086,63.2161666,-3.934342581,14.03644907,35.08606617,
770,46076,Genbank,CIAT13608,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Tree,F252601,28,69,3,1,189,0.5001,463.1380027,131.6380027,0.368055556,40,0.740972222,73.5,13.1,39,0.416666667,77.5,16.6,,33.5,38.5,31.65623592,36.17685727,67.83309319,4.146966906,6.005358306,10.15232521,146.4641053,28.42306223,1.940616247,13.1,14.96662578,21.92073454,77.12305718,-0.500993132,12.16638692,42.80463105,
771,46076,Genbank,CIAT13608,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Tree,F252601,28,69,3,2,190,0.5002,463.2306118,121.8306118,0.368055556,40,0.740972222,73,13,40,0.416666667,74.5,16.5,,33,34.5,31.15623592,32.17685727,63.33309319,4.05031067,5.309181449,9.359492119,136.7204403,26.30020744,1.923648533,13,14.77820149,20.20482213,76.82381283,-0.392740373,11.21402585,42.63854525,
772,46076,Genbank,CIAT18277,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Tree,F252602,28,69,3,1,191,0.5001,449.2276657,126.7276657,0.368055556,40.5,0.741666667,68,12.1,40,0.417361111,81.5,15.9,,27.5,41.5,25.65623592,39.17685727,64.83309319,3.104404547,6.229120305,9.333524852,144.3212387,28.21012047,1.954675605,12.1,14.39623561,20.77682557,73.65025468,-0.213564101,11.53149765,40.87716557,
773,46076,Genbank,CIAT18277,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Tree,F252602,28,69,3,2,192,0.5002,449.3174933,194.3174933,0.36875,41,0.742361111,69.5,12.4,40.5,0.417361111,81.5,15.9,,28.5,41,26.65623592,38.67685727,65.33309319,3.305373255,6.149620305,9.45499356,145.4051849,43.24725749,2.974258278,12.4,14.47198211,21.04301235,48.65744922,-0.695046151,11.67923592,27.00572614,
774,46076,Genbank,CIAT18952,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Tree,F252603,28,69,3,1,193,0.5001,451.8048866,85.1048866,0.36875,40.5,0.743055556,67.5,13.2,39.5,0.417361111,69,14.9,,27,29.5,25.15623592,27.17685727,52.33309319,3.320623142,4.049351733,7.369974875,115.8311801,18.83664589,1.626215486,13.2,14.08281916,16.31229562,86.5987274,-0.1074685,9.053606291,48.06379195,
775,46076,Genbank,CIAT18952,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Tree,F252603,28,69,3,2,194,0.5001,451.8048866,154.2048866,0.36875,41,0.74375,63.5,13,40,0.418055556,68,14.7,,22.5,28,20.65623592,25.67685727,46.33309319,2.68531067,3.774498018,6.459808688,102.5511113,34.13085851,3.32818027,13,13.9421054,14.29778402,41.89107642,-0.175482972,7.935517498,23.25027217,
776,46076,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,28,69,3,1,195,0.5002,467.9371,198.1371,0.369444444,40.5,0.744444444,75,14.1,40,0.41875,80,16.5,,34.5,40,32.65623592,37.67685727,70.33309319,4.604529265,6.216681449,10.82121071,150.3045884,42.34267811,2.817124785,14.1,15.38566018,23.1253532,54.61476278,0.446515485,12.83497112,30.31213823,
777,46076,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,28,69,3,2,196,0.5,467.75,31.55,0.369444444,41,0.744444444,65.5,14.2,40,0.419444444,80,16,,24.5,40,,,,,,,,,,,,,,,,,Elimin Dig 6.75%
778,46076,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,28,69,3,1,197,,,0,0.369444444,39,0.745833333,41,,39,0.420138889,41.5,,,2,2.5,,,,,,,,,,,,,,,,,
779,46076,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,28,69,3,2,198,,,0,0.369444444,40,0.745833333,42,,40,0.420138889,42,,,2,2,,,,,,,,,,,,,,,,,
780,46055,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,29,62,1,1,161,,,,0.385416667,40,,40,,39.5,0.404861111,41,,,0,1.5,,,,,,,,,,,,,,,,,
781,46055,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,29,62,1,2,162,,,,0.385416667,40,,40.5,,40,0.404861111,41,,,0.5,1,,,,,,,,,,,,,,,,,
782,46055,Genbank,CIAT18953,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252604,29,62,1,1,93,0.5004,448.0409814,,0.363194444,41,0.704861111,71,12.9,40.5,0.379861111,70.5,14.8,,30,30,,,,,,,,,,,,,,,,,
783,46055,Genbank,CIAT18953,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252604,29,62,1,2,94,0.5005,448.130518,122.830518,0.363888889,40.5,0.705555556,70.5,12.9,40,0.380555556,70,14.5,,30,30,28.81999099,27.12372804,55.94371903,3.717778838,3.932940566,7.650719404,124.8380032,27.40954098,2.195608731,12.9,13.67574329,17.07252485,62.2867959,-0.202932492,9.475546664,34.57024935,
784,46055,Genbank,CIAT18953,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252604,29,62,1,3,95,0.5006,448.2200546,73.12005455,0.364583333,41,0.705555556,71,12.7,40,0.380555556,69,15.2,,30,29,,,,,,,,,,,,,,,,,Elimin Dig 16.31%
785,46055,Genbank,CIAT18954,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252605,29,62,1,1,96,0.5,464.7052991,124.3052991,0.364583333,41.5,0.70625,67,11.4,40,0.38125,70.5,13.9,,25.5,30.5,24.31999099,27.62372804,51.94371903,2.772478973,3.839698198,6.612177171,111.7777635,26.74927515,2.393076611,11.4,12.7295028,14.22875354,53.1930434,-0.156983933,7.897204388,29.52305938,
786,46055,Genbank,CIAT18954,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252605,29,62,1,2,97,0.5001,464.7982402,112.2982402,0.365277778,41,0.706944444,67.5,11,40,0.38125,71,13.6,Muestra regada por encima del embolo 4H,26.5,31,25.31999099,28.12372804,53.44371903,2.785199009,3.824827014,6.610026023,114.9826192,24.16064229,2.101242994,11,12.36819994,14.22128023,58.86135003,-0.140213677,7.893056569,32.66906763,
787,46055,Genbank,CIAT18954,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252605,29,62,1,3,98,0.5,464.7052991,115.9052991,0.365277778,42.5,0.706944444,68.5,10.8,41,0.381944444,72.5,13.4,,26,31.5,24.81999099,28.62372804,53.44371903,2.680559027,3.835579558,6.516138585,115.0056157,24.94167795,2.168735657,10.8,12.19252459,14.02208797,56.21950536,-0.1428127,7.782501421,31.20279813,
788,46055,Genbank,CIAT19198,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F252606,29,62,1,1,99,0.5003,452.9858124,177.1858124,0.365972222,40,0.706944444,51.5,12.4,39,0.382638889,55,16.6,Muestra regada por encima del embolo 8h,11.5,16,10.31999099,13.12372804,23.44371903,1.279678883,2.178538855,3.458217738,51.75376004,39.11509092,7.557922534,12.4,14.7511482,7.634273842,19.51746414,-0.195305733,4.237154063,10.83253027,
789,46055,Genbank,CIAT19198,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F252606,29,62,1,2,100,0.5005,453.166898,178.766898,0.365972222,40.5,0.707638889,74,12.9,40,0.382638889,83,17.2,,33.5,43,32.31999099,40.12372804,72.44371903,4.169278838,6.901281223,11.07056006,159.8610122,39.44835751,2.46766594,12.9,15.28160096,24.42932198,61.92734887,-0.648828007,13.55869635,34.37075003,
790,46055,Genbank,CIAT19198,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F252606,29,62,1,3,101,0.5002,452.8952695,195.3952695,0.366666667,41,0.707638889,74,13,40,0.383333333,82,17.4,,33,42,31.81999099,39.12372804,70.94371903,4.136598829,6.807528679,10.94412751,156.6448665,43.14358808,2.754229299,13,15.42649252,24.16480861,56.01019684,-1.103401715,13.41188685,31.08662828,
791,46055,Genbank,CIAT19460,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252607,29,62,1,1,102,0.5002,455.3500095,103.6500095,0.366666667,41,0.707638889,75.5,13.4,40,0.383333333,84,15.6,,34.5,44,33.31999099,41.12372804,74.44371903,4.464878793,6.415301575,10.88018037,163.4868068,22.76271162,1.392327128,13.4,14.61531007,23.89410374,104.970375,-0.245552471,13.26164097,58.2603742,
792,46055,Genbank,CIAT19460,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252607,29,62,1,2,103,0.5006,455.7141439,78.7141439,0.367361111,40.5,0.708333333,74.5,13.5,40,0.384027778,84,15.2,,34,44,32.81999099,41.12372804,73.94371903,4.430698784,6.250806662,10.68150545,162.2589951,17.27270153,1.064514267,13.5,14.44545336,23.43904746,135.6999507,-0.195752304,13.00907686,75.31582039,
793,46055,Genbank,CIAT19460,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252607,29,62,1,3,104,0.5,455.1679424,98.36794237,0.368055556,41,0.708333333,72,13.9,40.5,0.384722222,85,15.1,,31,44.5,29.81999099,41.62372804,71.44371903,4.144978748,6.285182934,10.43016168,156.9612277,21.61135116,1.376859208,13.9,14.59913037,22.91497426,106.0321222,-0.224496857,12.71820717,58.84966227,
794,46055,Genbank,CIAT20044,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F252608,29,62,1,1,105,0.5001,460.9730577,235.3730577,0.368055556,41.5,0.709027778,78.5,13.4,40,0.384722222,84.5,18,,37,44.5,35.81999099,41.62372804,77.44371903,4.799878793,7.492271048,12.29214984,168.0005322,51.06004652,3.039278855,13.4,15.87236511,26.66565786,52.22411588,-3.14388626,14.79990146,28.98528785,
795,46055,Genbank,CIAT20044,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F252608,29,62,1,2,106,0.5005,461.3417624,198.7417624,0.36875,41.5,0.709027778,77.5,13.6,40.5,0.385416667,83.5,18.3,,36,43,34.81999099,40.12372804,74.94371903,4.735518775,7.342642232,12.07816101,162.4472899,43.07907469,2.65188017,13.6,16.11630856,26.18050649,60.77314028,-0.579145324,14.53063405,33.7301443,
796,46055,Genbank,CIAT20044,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F252608,29,62,1,3,107,0.5006,461.4339386,247.3339386,0.369444444,40.5,0.709027778,77.5,13.9,41,0.385416667,84,18.4,,37,43,35.81999099,40.12372804,75.94371903,4.978978748,7.38276596,12.36174471,164.5819969,53.60115889,3.25680572,13.9,16.27750769,26.7898472,49.97997759,8.321829541,14.86882869,27.73975227,
797,46055,Genbank,CIAT22423,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252609,29,62,1,1,108,0.5006,453.5732796,250.9732796,0.369444444,40.5,0.709722222,80.5,12.9,40,0.386111111,85,15.6,,40,45,38.81999099,42.12372804,80.94371903,5.007778838,6.571301575,11.57908041,178.4578648,55.33246576,3.100589924,12.9,14.30510057,25.52857704,46.13670598,1.62625333,14.16880193,25.60667003,
798,46055,Genbank,CIAT22423,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252609,29,62,1,2,109,0.5,453.0296441,291.1296441,0.369444444,40.5,0.709722222,77.5,12.9,40.5,0.386111111,83.5,15.3,,37,43,35.81999099,40.12372804,75.94371903,4.620778838,6.138930391,10.75970923,167.6352089,64.26282427,3.833492062,12.9,14.1680041,23.75056328,36.95848035,0.41883635,13.18197353,20.51259601,
799,46055,Genbank,CIAT22423,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252609,29,62,1,3,110,0.5003,453.3014619,257.1014619,0.370138889,40.5,0.710416667,77,12.9,40,0.386805556,83.5,15.2,,36.5,43.5,35.31999099,40.62372804,75.94371903,4.556278838,6.174806662,10.7310855,167.5346881,56.71754527,3.385421008,12.9,14.13031339,23.67317647,41.73871834,1.073089673,13.13902251,23.1657108,
800,46055,Genbank,CIAT22480,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252610,29,62,1,1,111,0.5,462.3956636,261.5956636,0.370138889,41,0.711111111,81,13.2,40.5,0.386805556,85,15.6,,40,44.5,38.81999099,41.62372804,80.44371903,5.124238811,6.493301575,11.61754039,173.9716121,56.57398721,3.25190912,13.2,14.44182408,25.12467417,44.41029422,2.540305429,13.94462885,24.64848164,
801,46055,Genbank,CIAT22480,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252610,29,62,1,2,112,0.5005,462.8580592,234.2580592,0.370138889,41,0.711111111,81.5,13.1,40.5,0.3875,85,15.5,,40.5,44.5,39.31999099,41.62372804,80.94371903,5.15091882,6.451677847,11.60259667,174.8780591,50.61120889,2.894085693,13.1,14.33415317,25.06728885,49.52912487,-1.360265963,13.912779,27.48952121,
802,46055,Genbank,CIAT22480,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252610,29,62,1,3,113,0.5006,462.9505383,216.2505383,0.370833333,41,0.711111111,79,13.5,40.5,0.3875,85.5,15.8,,38,45,36.81999099,42.12372804,78.94371903,4.970698784,6.655549031,11.62624781,170.5230095,46.71136988,2.739300111,13.5,14.72726134,25.11336925,53.76286183,-0.679922412,13.93835442,29.83931847,
803,46055,Genbank,CIAT23116,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252611,29,62,1,1,114,0.5005,463.291538,127.591538,0.370833333,41,0.711805556,77.5,13.5,40.5,0.388194444,77.5,16.7,,36.5,37,35.31999099,34.12372804,69.44371903,4.768198784,5.698662583,10.46686137,149.8920514,27.5402263,1.837337339,13.5,15.07243781,22.59238624,82.03413435,-0.492987609,12.53916523,45.53036384,
804,46055,Genbank,CIAT23116,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252611,29,62,1,2,115,0.5006,463.3841037,194.4841037,0.370833333,41,0.711805556,78,13.6,40,0.388194444,76.5,16.9,,37,36.5,35.81999099,33.62372804,69.44371903,4.871518775,5.682410039,10.55392881,149.8621089,41.97038745,2.800600348,13.6,15.19781625,22.77576794,54.26627993,3.625008061,12.64094525,30.11872422,
805,46055,Genbank,CIAT23116,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252611,29,62,1,3,116,0.5002,463.0138407,179.8138407,0.371527778,40.5,0.7125,77,13.6,40,0.388888889,77.5,17,,36.5,37.5,35.31999099,34.62372804,69.94371903,4.803518775,5.886033767,10.68955254,151.061832,38.83552173,2.570836141,13.6,15.28307715,23.08689633,59.44788509,-4.580948389,12.81362689,32.99460474,
806,46055,Genbank,CIAT23416,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,F252612,29,62,1,1,117,0.5003,464.3159898,86.91598984,0.371527778,40.5,0.7125,66,12.8,40,0.388888889,75.5,15.2,,25.5,35.5,24.31999099,32.62372804,56.94371903,3.112958847,4.958806662,8.071765509,122.640013,18.71914639,1.526349022,12.8,14.1749883,17.38420749,92.86859097,-0.187302534,9.648535923,51.54367471,
807,46055,Genbank,CIAT23416,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,F252612,29,62,1,2,118,0.5004,464.4087974,198.4087974,0.371527778,41,0.713194444,66.5,12.2,39.5,0.389583333,74,15.1,,25.5,34.5,24.31999099,31.62372804,55.94371903,2.967038901,4.775182934,7.742221835,120.4622293,42.72287659,3.546578611,12.2,13.83930487,16.67113517,39.02156527,-9.257972755,9.252768448,21.65764384,
808,46055,Genbank,CIAT23416,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,F252612,29,62,1,3,119,0.5003,464.3159898,150.9159898,0.372222222,41,0.713194444,67.5,12.3,40,0.389583333,73.5,15,,26.5,33.5,25.31999099,30.62372804,55.94371903,3.114358892,4.593559206,7.707918098,120.4863073,32.50286295,2.697639564,12.3,13.77798658,16.60058724,51.07423081,-0.40937304,9.213613128,28.34708174,
809,46055,Genbank,CIAT23806,Desmodium,angustifolium,Desmodium angustifolium,Fabaceae,Fabales,Herbaceous,F252613,29,62,1,1,120,0.5006,464.3870181,202.0870181,0.372916667,40.5,0.713194444,76,12.7,40,0.390277778,81,16,,35.5,41,34.31999099,38.12372804,72.44371903,4.358638856,6.099796487,10.45843534,155.9985878,43.51693958,2.789572661,12.7,14.43663506,22.52094683,51.75213846,2.626961846,12.49951513,28.72333221,
810,46055,Genbank,CIAT23806,Desmodium,angustifolium,Desmodium angustifolium,Fabaceae,Fabales,Herbaceous,F252613,29,62,1,2,121,0.5006,464.3870181,201.8870181,0.372916667,40.5,0.715277778,76.5,12.9,40,0.390277778,81,15.9,,36,41,34.81999099,38.12372804,72.94371903,4.491778838,6.061672759,10.5534516,157.075276,43.47387206,2.767709417,12.9,14.46793739,22.72555258,52.27404761,2.700489376,12.61307486,29.01300082,
811,46055,Genbank,CIAT23806,Desmodium,angustifolium,Desmodium angustifolium,Fabaceae,Fabales,Herbaceous,F252613,29,62,1,3,122,0.5004,464.2014859,194.7014859,0.373611111,41,0.715277778,76.5,12.9,40,0.390972222,82.5,15.8,,35.5,42.5,34.31999099,39.62372804,73.94371903,4.427278838,6.260549031,10.68782787,159.2922928,41.94331381,2.633103778,12.9,14.45400368,23.02411387,54.89340678,8.183051006,12.77878154,30.46679048,
812,46055,Genbank,CIAT24104,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F252614,29,62,1,1,123,0.5001,461.5808171,269.8808171,0.373611111,41,0.715277778,76,12.2,40,0.390972222,78,15.3,,35,38,33.81999099,35.12372804,68.94371903,4.126038901,5.373930391,9.499969292,149.3643507,58.46881133,3.914509122,12.2,13.77931075,20.58137804,35.20060964,1.158211222,11.42302089,19.53694736,
813,46055,Genbank,CIAT24104,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F252614,29,62,1,2,124,0.5,461.4885194,218.3885194,0.373611111,40.5,0.715277778,74.5,12.2,40,0.391666667,74,15.2,,34,34,32.81999099,31.12372804,63.94371903,4.004038901,4.730806662,8.734845563,138.5597178,47.32263322,3.415324018,12.2,13.66020885,18.92754683,39.99681663,-0.531495124,10.50511596,22.19892521,
814,46055,Genbank,CIAT24104,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F252614,29,62,1,3,125,0.5004,461.8577102,290.6577102,0.374305556,41.5,0.715972222,75,12.5,41,0.391666667,76,15.1,Se filtra aunque se rego un poco de muestra en el  baño de hielo,33.5,35,32.31999099,32.12372804,64.44371903,4.039998874,4.850682934,8.890681808,139.5315432,62.93230659,4.510256617,12.5,13.79604086,19.24982871,30.58815059,0.49206555,10.68398797,16.97695278,
815,46055,Genbank,CIAT24565,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252615,29,62,1,1,126,0.5001,450.4524413,208.5524413,0.374305556,40.5,0.715972222,67.5,12.6,40,0.391666667,81,14.6,,27,41,25.81999099,38.12372804,63.94371903,3.253318865,5.566064294,8.819383159,141.9544289,46.29843734,3.261500026,12.6,13.7924151,19.57894408,42.28856351,-1.069297662,10.8666527,23.47088439,
816,46055,Genbank,CIAT24565,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252615,29,62,1,2,127,0.5004,450.7226587,183.0226587,0.374305556,40.5,0.715972222,65.5,12.7,40,0.392361111,79.5,14.1,,25,39.5,23.81999099,36.62372804,60.44371903,3.025138856,5.163945654,8.18908451,134.1040169,40.60649164,3.027984737,12.7,13.54828035,18.16878817,44.74355562,-0.41524163,10.08399177,24.83344748,
