40gp_no,40gp_requisitioner,40gp_gene_bank_id,40gp_genus,40gp_species,40gp_tax_name,40gp_family,40gp_order,40gp_functional_group,40gp_ciat_id,40gp_set_ciat,40gp_batch,40gp_run,40gp_replication,40gp_ch4_8h_percentage,40gp_ch4_24h_percentage,40gp_net_gas_8h_ml,40gp_net_gas_24h_ml,40gp_gas_ml_g_dm_incubated_24h,40gp_percentage_dmd_truly_digestibility,40gp_part_fact,40gp_ch4_percentage_in_gas_8h,40gp_ch4_percentage_in_gas_24h,40gp_ch4_ml_g_dm_incubated_24h,40gp_ch4_ml_g_dmd_24h,40gp_ch4_ml_g_ndf_digested_in_24h,40gp_ch4_g_g_dm_incubated_24h,40gp_ch4_g_g_dmd_24h,40gp_remarks,40gp_remarks_2
No,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,CH4 8h %,"CH4 24h, %","Net gas 8h, ml","Net gas 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 % in gas, h8","CH4 % in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Remarks,Remarks2
549,Breeding,ABC-PM21_3545,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F24 3599,5,15,3,3,18.3,21.8,39.32748772,73.99025234,152.3221223,54.35910347,3.56869394,18.3,19.93967107,30.37253015,55.87386143,186.3719167,16.85727971,31.01095977,,
550,Breeding,ABC-PM21_3670,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F24 3600,5,15,3,1,17,21.7,40.21249448,77.08777598,161.7610376,59.37496383,3.670535546,17,19.24826597,31.13619474,52.43993888,131.0494459,17.28112677,29.10507334,,
551,Breeding,ABC-PM21_3670,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F24 3600,5,15,3,2,18.6,21.7,31.8049303,62.48516451,131.2500274,47.69757417,3.634100131,18.6,20.12210091,26.41026296,55.3702435,218.5966979,14.65815287,30.7314431,,
552,Breeding,ABC-PM21_3670,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F24 3600,5,15,3,3,15.2,21.7,41.09750124,78.41528612,164.7112324,59.64941365,3.62145391,15.2,18.29334587,30.13119543,50.51381662,125.371287,16.72333476,28.03604217,Embolo duro 8 H,
553,Breeding,ABC-PM21_6628,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F24 3601,5,15,3,1,18.1,22.1,40.65499786,73.54774896,155.7170494,57.65552269,3.702582532,18.1,19.88891953,30.97043864,53.71634355,136.9416959,17.18912927,29.81350002,,
554,Breeding,ABC-PM21_6628,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F24 3601,5,15,3,2,17.4,21.6,40.21249448,76.20276923,161.2416154,59.50062512,3.690153128,17.4,19.38364384,31.25450045,52.52802031,127.7733743,17.34678848,29.15396006,,
555,Breeding,ABC-PM21_6628,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F24 3601,5,15,3,3,18.5,22,37.99997759,70.89272869,150.0957771,59.05289044,3.934347227,18.5,20.12392718,30.20516488,51.14934198,125.7859224,16.76438909,28.38876973,,
556,Breeding,ABC-BH08_1149,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3602,5,15,3,1,17.3,20.5,39.7699911,81.95531314,174.0995519,57.42856826,3.298605174,17.3,18.94715411,32.98691039,57.43989688,126.1065052,18.30830597,31.88013654,,
557,Breeding,ABC-BH08_1149,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3602,5,15,3,2,18.2,20.6,40.21249448,85.05283679,180.7158211,56.29393938,3.115053183,18.2,19.46529374,35.1768654,62.48783757,140.5761751,19.5237689,34.68183096,embolo un poco duro,
558,Breeding,ABC-BH08_1149,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3602,5,15,3,3,17.3,27.7,39.7699911,82.8403199,175.9092564,58.35867699,3.317544408,17.3,22.7071667,39.94400811,68.44570536,147.4596942,22.16961557,37.98855066,embolo duro,
559,Breeding,ABC-BH16_0550,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3603,5,15,3,1,17.4,20.8,41.09750124,86.38034692,181.4268819,55.68312301,3.069177093,17.4,19.18236926,34.80197444,62.50004051,140.0881752,19.31569792,34.6886038,,
560,Breeding,ABC-BH16_0550,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3603,5,15,3,2,16.5,20.7,40.65499786,89.92037395,188.8620925,56.10318819,2.970590205,16.5,18.80108673,35.50812581,63.29074506,140.5540338,19.70762415,35.12745851,,
561,Breeding,ABC-BH16_0550,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3603,5,15,3,3,17.3,20.7,40.21249448,85.49534017,179.5680793,52.95269931,2.948892671,17.3,19.1008195,34.2989747,64.77285416,155.1113684,19.03652437,35.9500547,,
562,Breeding,ABC-BH16_0562,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3604,5,15,3,1,14.8,21.1,45.52253502,91.24788408,190.4655687,58.21140706,3.056269302,14.8,17.95700141,34.20190486,58.75464378,123.0109535,18.98264893,32.60984382,,
563,Breeding,ABC-BH16_0562,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3604,5,15,3,2,15.5,20.9,41.98250799,87.70785706,182.9299765,55.57514879,3.038055864,15.5,18.31521968,33.50402705,60.28598714,133.1231584,18.59531467,33.45976587,,
564,Breeding,ABC-BH16_0562,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3604,5,15,3,3,16.4,21,43.7525215,90.36287733,188.392186,53.61229896,2.845781457,16.4,18.77274026,35.36637574,65.96690765,152.409462,19.62895041,36.61277504,,
565,Breeding,ABC-BH16_3249,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3605,5,15,3,1,16.9,20.8,41.98250799,87.70785706,182.0724814,57.3403157,3.149312585,16.9,18.93321421,34.47217292,60.11856143,127.7426179,19.13265237,33.36684171,,
566,Breeding,ABC-BH16_3249,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3605,5,15,3,2,16.4,20.7,42.42501137,90.8053807,188.5026216,56.88361835,3.017656618,16.4,18.69100508,35.23303457,61.93880696,132.8097569,19.55494375,34.37710947,,
567,Breeding,ABC-BH16_3249,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3605,5,15,3,3,17,20.5,38.44248097,82.8403199,171.8992432,50.77940243,2.954021292,17,18.87580681,32.44736905,63.89868233,158.8631129,18.0088512,35.4648742,,
568,Breeding,ABC-BH16B_0733,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3606,5,15,3,1,16.9,20.7,35.7874607,77.97278274,161.260687,52.4942185,3.255239667,16.9,18.95589974,30.56841414,58.23196347,143.3196671,16.96599871,32.3197472,,
569,Breeding,ABC-BH16B_0733,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3606,5,15,3,2,17.4,20.9,37.99997759,80.18529963,165.83654,54.02466161,3.257705546,17.4,19.24134284,31.90917721,59.06409454,139.5896152,17.71014541,32.78159434,,
570,Breeding,ABC-BH16B_0733,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3606,5,15,3,3,18.7,21.6,38.44248097,83.72532665,173.1925295,58.00782763,3.349326198,18.7,20.2684651,35.10346739,60.51505257,130.7759766,19.48303173,33.58690115,"Embolo con dificultad para entrar en jerina desde pesaje, dificultad para llenado del líquido por osbtrucción manguera",
571,Breeding,ABC-BH16B_0741,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3607,5,15,3,1,17.9,21.6,37.99997759,81.51280976,168.3260694,60.04174739,3.566990401,17.9,19.87511875,33.45500619,55.71957453,130.0487838,18.56810724,30.92532787,embolo poco duro,
572,Breeding,ABC-BH16B_0741,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3607,5,15,3,2,16.7,21.2,37.55747421,80.18529963,165.7834282,53.23305939,3.211000036,16.7,19.09227409,31.6518265,59.45896566,167.3258635,17.56731132,33.00075464,,
573,Breeding,ABC-BH16B_0741,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3607,5,15,3,3,17.1,21.1,35.7874607,78.8577895,162.9410311,56.00923418,3.437392891,17.1,19.28470891,31.42270353,56.10271948,144.8554618,17.4401441,31.13797994,,
574,Breeding,ABC-BH16B_1194,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3608,5,15,3,1,16.4,20.5,41.09750124,85.49534017,175.8116774,54.28647246,3.087762615,16.4,18.52913522,32.57638342,60.00828926,147.6709951,18.08045641,33.30563875,,
575,Breeding,ABC-BH16B_1194,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3608,5,15,3,2,16.9,20.7,39.32748772,85.05283679,174.9366707,53.24893708,3.043897937,16.9,18.94292218,33.13811738,62.23244856,157.631111,18.39222847,34.54008564,,
576,Breeding,ABC-BH16B_1194,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3608,5,15,3,3,16.6,20.6,39.7699911,83.72532665,172.309551,57.00767422,3.308445406,16.6,18.69997798,32.22184808,56.52194818,130.0247899,17.88368316,31.37065913,Embolo duro 0h,
577,Breeding,ABC-BH16B_1618,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3609,5,15,3,1,17.6,20.9,33.57494381,72.22023883,148.9244851,54.3659934,3.650574542,17.6,19.36584121,28.8404793,53.04874885,138.9815986,16.00696498,29.44297341,,
578,Breeding,ABC-BH16B_1618,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3609,5,15,3,2,16.9,20.7,34.90245394,73.99025234,152.6049174,53.55249331,3.509224618,16.9,18.9074757,28.85373769,53.87935445,144.7188123,16.01432362,29.90397389,,
579,Breeding,ABC-BH16B_1618,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3609,5,15,3,3,17.4,20.8,34.45995057,78.8577895,162.481765,52.34201658,3.221408666,17.4,19.31423895,31.38211634,59.95587941,167.5740152,17.41761751,33.27655037,,
580,Breeding,ABC-BH16B_1707,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3610,5,15,3,1,16.9,20.6,40.21249448,94.34540773,194.8126408,56.80255623,2.915753105,16.9,19.02296267,37.05913594,65.24202148,145.9721757,20.56846161,36.21045068,,
581,Breeding,ABC-BH16B_1707,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3610,5,15,3,2,16.9,20.4,39.32748772,87.70785706,181.1068462,54.57247787,3.013275257,16.9,18.83062855,34.10355749,62.49222835,147.2664107,18.92806443,34.68426792,,
582,Breeding,ABC-BH16B_1707,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3610,5,15,3,3,16,20.6,42.42501137,94.34540773,194.929505,55.39233849,2.84166004,16,18.53148329,36.12332865,65.21358302,150.6545403,20.04907237,36.19466684,,
583,Breeding,ABC-CIAT_16888,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3611,5,15,3,1,17.3,21,39.7699911,82.8403199,179.1505652,50.43318328,2.815128338,17.3,19.22370354,34.43937353,68.28713021,168.5615179,19.11444815,37.9005387,,
584,Breeding,ABC-CIAT_16888,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3611,5,15,3,2,17.1,21,41.09750124,84.16783003,182.02144,49.54651684,2.722015431,17.1,19.09570646,34.75827988,70.15282224,177.8401838,19.29144669,38.93603006,,
585,Breeding,ABC-CIAT_16888,Urochloa,humidicola,Brachiaria humidicola,Poaceae,Poales,Grass,F24 3611,5,15,3,3,17.6,20.9,37.55747421,78.41528612,169.6148646,51.5047964,3.036573269,17.6,19.3194451,32.76865065,63.62252245,152.3914109,18.18716804,35.31160069,,
586,Genetic bank,ABC-989-1,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Legume,F24 3426,5,15,3,1,17.1,18.5,25.609883,40.35999561,87.31745515,42.01912654,4.812225284,17.1,17.61164915,15.37804385,36.59772374,-315.1366222,8.535080394,20.31236986,,
587,Genetic bank,ABC-989-1,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Legume,F24 3426,5,15,3,2,15.7,20,27.82239989,42.13000912,91.20149534,42.9368408,4.707909738,15.7,17.16030635,15.65045599,36.44994764,-395.0052649,8.686273845,20.23035156,Residuo en manguera 24H,
588,Genetic bank,ABC-989-1,Indigofera,hirsuta,Indigofera hirsuta,Fabaceae,Fabales,Legume,F24 3426,5,15,3,3,16.6,20,24.72487625,40.80249898,88.32775019,49.71254977,5.628191555,16.6,17.93971984,15.84575092,31.87474993,563.180003,8.79466591,17.69103768,Residuo de muestra en mnaguera 24H,
589,Genetic bank,ABC-1257-1,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Legume,F24 3427,5,15,3,1,16.3,20.1,31.8049303,62.92766789,135.6884414,53.20914828,3.921420848,16.3,18.17940229,24.66734761,46.35922282,106.7196665,13.69080469,25.73017073,,
590,Genetic bank,ABC-1257-1,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Legume,F24 3427,5,15,3,2,16.8,19.9,30.47742016,63.37017126,136.6699169,56.58579781,4.140325763,16.8,18.40907768,25.15967118,44.46287258,94.97511673,13.96405279,24.67766354,Residuo Muestra 24H,
591,Genetic bank,ABC-1257-1,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Legume,F24 3427,5,15,3,3,16.2,19.5,30.47742016,65.14018478,140.459204,53.89915162,3.837352774,16.2,17.95601472,25.22087535,46.79271304,105.9515589,13.99802216,25.9707653,Embolo duro,
592,Genetic bank,ABC-3240-1,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Browse,F24 3428,5,15,3,1,19.5,20.5,29.14991003,47.88255303,103.1280842,52.70317506,5.110458076,19.5,19.89122064,20.51343476,38.92257865,226.872172,11.3853112,21.60270455,,
593,Genetic bank,ABC-3240-1,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Browse,F24 3428,5,15,3,2,19,21.1,29.14991003,44.78502939,96.43743814,47.78148174,4.954661038,19,19.73314121,19.03013585,39.82742928,461.8792687,10.56205464,22.10491231,Residuo Mtra en manguera 24H,
594,Genetic bank,ABC-3240-1,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Browse,F24 3428,5,15,3,3,19.7,21.2,27.37989652,42.5725125,91.63648764,50.72972961,5.535974907,19.7,20.23529667,18.54291513,36.55236342,262.335337,10.29163871,20.28719409,,
595,Genetic bank,ABC-3522-1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Legume,F24 3429,5,15,3,1,17.5,21.9,22.95486274,33.72244494,72.26317047,35.43500982,4.903605749,17.5,18.90492072,13.66129509,38.5531009,-16373.38705,7.582255129,21.39763801,Residuo en manguea 24H,
596,Genetic bank,ABC-3522-1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Legume,F24 3429,5,15,3,2,17.9,21.8,22.06985598,33.27994156,71.28644112,33.93997281,4.761069886,17.9,19.21368421,13.69675168,40.35581218,-867.7216429,7.601934151,22.39817396,Muestra En manguera,
597,Genetic bank,ABC-3522-1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Legume,F24 3429,5,15,3,3,17,21.8,23.83986949,35.49245845,76.04089889,36.26204436,4.768755353,17,18.5758961,14.12527837,38.9533426,1899.58385,7.83977388,21.61977908,muestra manguera 8H,
598,Genetic bank,ABC-4134-1,Macroptilium,lathyroides,Macroptilium lathyroides,Fabaceae,Fabales,Climber,F24 3430,5,15,3,1,18,21.3,37.55747421,66.02519153,143.5256197,64.93659174,4.524390269,18,19.42284278,27.87675547,42.92919405,324.8003795,15.47208158,23.82644542,embolo duro,
599,Genetic bank,ABC-4134-1,Macroptilium,lathyroides,Macroptilium lathyroides,Fabaceae,Fabales,Climber,F24 3430,5,15,3,2,17.8,21.5,37.55747421,65.58268815,142.5352269,66.74749033,4.682876771,17.8,19.38110768,27.62490581,41.38718276,265.7867999,15.33230066,22.97060247,,
600,Genetic bank,ABC-4134-1,Macroptilium,lathyroides,Macroptilium lathyroides,Fabaceae,Fabales,Climber,F24 3430,5,15,3,3,18,21.3,37.99997759,66.02519153,143.5829956,62.00851714,4.318653257,18,19.40072605,27.85614363,44.92309269,492.6227611,15.46064165,24.93309366,Embolo duro 24H,
601,Genetic bank,ABC-4279-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24 3431,5,15,3,1,17.9,20.5,33.57494381,67.35270167,147.7929299,54.8849183,3.713636257,17.9,19.20391459,28.38202803,51.71188899,368.1247377,15.75251659,28.70099306,,
602,Genetic bank,ABC-4279-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24 3431,5,15,3,2,18.3,20.7,33.57494381,68.6802118,150.8264196,65.28016396,4.328165062,18.3,19.52673826,29.45148017,45.11551194,162.6691663,16.34608103,25.03988967,,
603,Genetic bank,ABC-4279-1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,F24 3431,5,15,3,3,17.9,21.1,34.45995057,63.37017126,139.1373928,66.69230639,4.793269807,17.9,19.3598778,26.93682922,40.38971011,138.0152663,14.95040625,22.4169879,,
604,Genetic bank,ABC-5124-1,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F24 3432,5,15,3,1,18.3,20.5,28.70740665,50.5375733,110.3341357,49.98265876,4.530117397,18.3,19.25031011,21.23966328,42.49406455,137.1114989,11.78838059,23.58494101,Residuo en manguera 24H,
605,Genetic bank,ABC-5124-1,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F24 3432,5,15,3,2,17.3,20.8,30.47742016,53.63509695,117.1903577,78.17228383,6.670538889,17.3,18.81117222,22.04488001,28.20037862,50.46856056,12.23528981,15.65169803,,
606,Genetic bank,ABC-5124-1,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Fabaceae,Fabales,Climber,F24 3432,5,15,3,3,18.1,20.5,28.26490327,48.76755979,106.4698245,55.59350848,5.221527202,18.1,19.10899811,20.34531675,36.59656911,96.41577978,11.29200279,20.31172901,Residuo en manguera 24H,
607,Genetic bank,ABC-5234-1,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24 3433,5,15,3,1,15.7,20.1,31.8049303,60.27264762,130.1957076,56.51693269,4.340921352,15.7,17.77818905,23.14643902,40.9548748,135.0044038,12.84667412,22.73066408,,
608,Genetic bank,ABC-5234-1,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24 3433,5,15,3,2,16.1,20.3,29.59241341,58.94513748,127.3026909,56.95755854,4.474183393,16.1,18.19146074,23.15821904,40.65872841,131.6887077,12.85321223,22.56629771,Embolo duro,
609,Genetic bank,ABC-5234-1,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24 3433,5,15,3,3,,,,,,,,,,,,,,,Descartada mueestra derramada,
610,Genetic bank,ABC-7292-1,Chamaecrista,desvauxii,Chamaecrista desvauxii,Fabaceae,Fabales,Legume,F24 3434,5,15,3,1,16.7,19.6,24.72487625,43.45751925,94.39652323,55.03636506,5.83033815,16.7,17.95006364,16.94423599,30.78734574,116.324158,9.404344129,17.08750954,Residuo de muestra en manguera 24H,
611,Genetic bank,ABC-7292-1,Chamaecrista,desvauxii,Chamaecrista desvauxii,Fabaceae,Fabales,Legume,F24 3434,5,15,3,2,16,19.1,23.83986949,43.45751925,94.37766279,44.92512298,4.760143625,16,17.39940602,16.42115274,36.5522711,368.5878825,9.114023876,20.28714285,Muestra Manguera 24H,
612,Genetic bank,ABC-7292-1,Chamaecrista,desvauxii,Chamaecrista desvauxii,Fabaceae,Fabales,Legume,F24 3434,5,15,3,3,16.5,19.2,22.51235936,41.68750574,90.56987676,43.94716645,4.852293943,16.5,17.74192835,16.06884264,36.5640016,462.1206918,8.918485674,20.29365348,Muestra en Manguera 24H. Embolo duro,
613,Genetic bank,ABC-7317-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24 3435,5,15,3,1,16.1,19.7,34.45995057,57.61762735,124.5452884,63.92317839,5.13252482,16.1,17.546912,21.85385215,34.18768075,135.0585559,12.12926604,18.9747543,,
614,Genetic bank,ABC-7317-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24 3435,5,15,3,2,17,19.6,32.68993705,56.73262059,122.7058374,76.92207285,6.268819354,17,18.10185245,22.21202964,28.87601545,76.12095489,12.32806074,16.02668816,,
615,Genetic bank,ABC-7317-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24 3435,5,15,3,3,16,19.8,36.22996408,60.27264762,130.3364282,63.71413317,4.888436338,16,17.51581523,22.82948794,35.83112067,142.9346592,12.67076078,19.88689189,,
616,Genetic bank,ABC-7322-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24 3436,5,15,3,1,18.2,21.3,35.34495732,65.58268815,146.7714069,76.34476698,5.201610356,18.2,19.62929435,28.81019147,37.73695646,120.629977,15.99015471,20.94466372,Residuo en Manguera 24H,
617,Genetic bank,ABC-7322-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24 3436,5,15,3,2,17.5,21.9,37.11497083,66.91019829,149.7423209,66.6320223,4.44977892,17.5,19.45932764,29.13884884,43.73099875,205.6322885,16.17256524,24.2714609,Residuo en Manguera 24H,
618,Genetic bank,ABC-7322-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24 3436,5,15,3,3,18,21.7,36.22996408,65.58268815,146.7420584,71.71784703,4.887340943,18,19.65600225,28.84362231,40.21819324,149.7888238,16.00870941,22.32179307,,
619,Genetic bank,ABC-7339-1,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Legume,F24 3437,5,15,3,1,16.7,21.1,25.609883,39.91749223,86.73850528,48.69677439,5.614204929,16.7,18.27709007,15.85327474,32.5550818,238.9485904,8.798841756,18.06863364,Residuo en Manguera 24H,
620,Genetic bank,ABC-7339-1,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Legume,F24 3437,5,15,3,2,17.1,20.8,25.16737963,38.58998209,83.90421144,44.20878299,5.26895876,17.1,18.38695652,15.42743088,34.89675543,718.6897634,8.562491048,19.36830301,,
621,Genetic bank,ABC-7339-1,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Legume,F24 3437,5,15,3,3,16.7,20.7,26.49488976,40.80249898,88.69703361,48.78494789,5.500178067,16.7,18.10262088,16.05648772,32.91279056,238.837381,8.91162848,18.26716819,Residuo ,
622,Genetic bank,ABC-7469-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3438,5,15,3,1,18.5,20.2,37.99997759,70.89272869,153.7157486,60.55886805,3.939665818,18.5,19.28876463,29.64986894,48.96040811,140.6040698,16.45619024,27.17387357,,
623,Genetic bank,ABC-7469-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3438,5,15,3,2,18,20.3,38.44248097,69.12271518,149.9078097,73.06449852,4.873962114,18,19.0208589,28.51375296,39.02545496,84.87973934,15.82562621,21.65980268,,
624,Genetic bank,ABC-7469-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3438,5,15,3,3,17.8,20.3,37.11497083,67.79520504,147.0876118,50.14288522,3.409048838,17.8,18.93135708,27.84568102,55.5326661,260.9348519,15.45483473,30.82159046,,
625,Genetic bank,ABC-7643-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Browse,F24 3439,5,15,3,1,,,,,,,,,,,,,,,,
626,Genetic bank,ABC-7643-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Browse,F24 3439,5,15,3,2,,,,,,,,,,,,,,,Residuo en manguera 24H,
627,Genetic bank,ABC-7643-1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Browse,F24 3439,5,15,3,3,,,,,,,,,,,,,,,Reesiduo Mtra en Manguwra 24H,
628,Genetic bank,ABC-7703-1,Aeschynomene,indica,Aeschynomene indica,Fabaceae,Fabales,Legume,F24 3440,5,15,3,1,16.9,19.3,31.8049303,55.40511046,120.5163726,43.83671986,3.637407841,16.9,17.92229617,21.59930123,49.27216567,194.1304589,11.98798587,27.3469044,Residuo Mtra manguera 24H,
629,Genetic bank,ABC-7703-1,Aeschynomene,indica,Aeschynomene indica,Fabaceae,Fabales,Legume,F24 3440,5,15,3,2,17.2,19.2,29.14991003,53.19259357,115.6806026,50.69841334,4.382620093,17.2,18.10398614,20.94280026,41.30859109,116.4273371,11.62361648,22.92698274,,
630,Genetic bank,ABC-7703-1,Aeschynomene,indica,Aeschynomene indica,Fabaceae,Fabales,Legume,F24 3440,5,15,3,3,,,,,,,,,,,,,,,Residuo Muestra manguera 24H,
631,Genetic bank,ABC-7714-1,Alysicarpus,glumaceus,Alysicarpus glumaceus,Fabaceae,Fabales,Herbaceous,F24 3441,6,17,2,1,17,18.7,36.94903207,68.03489437,146.201007,83.04508362,5.680199154,17,17.77674797,25.98978454,31.29599418,39.74362598,14.42478007,17.36981822,,
632,Genetic bank,ABC-7714-1,Alysicarpus,glumaceus,Alysicarpus glumaceus,Fabaceae,Fabales,Herbaceous,F24 3441,6,17,2,2,17.6,20.5,38.71904558,68.03489437,146.1717785,69.40560951,4.748222279,17.6,18.8495935,27.55278605,39.69821206,53.23786258,15.29227295,22.03319452,Embolo duro 8 horas,
