no,center,id_lab,id,run,replication,genus,species,tax_name,family,order,functional_group,sampling_stage,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,tddm,ch4_ml_g_NDF_digested_24h,methane_intensity
No,CENTER,Internal ID lab (when possible),Gene bank /Breeding program ID,Run,Replication,Genus,Species,Tax Name,Family,Order,Functional Group,sampling stage,"Net gas 8h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 24h, ml","CH4 % in gas, h8","CH4 % in gas, 24h","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",CH4 ml/g NDF digested in 24 h,"CH4 ml/g DMD, 24h"
2766,ICARDA,51,50542,6,2,Pisum,Sativum,Pisum sativum subsp. Sativum,Fabaceae,Fabales,Legume,,52.3,95.7,7.27,14.81,13.9,15.49,205.72,71.42,6.28,44.6
216,ICARDA,51,50542,6,3,Pisum,Sativum,Pisum sativum subsp. Sativum,Fabaceae,Fabales,Legume,,52.3,92.7,7.17,14.23,13.7,15.35,196.75,68.47,5.95,44.12
217,ICARDA,51,50542,6,1,Pisum,Sativum,Pisum sativum subsp. Sativum,Fabaceae,Fabales,Legume,,51.3,89.2,6.72,13.08,13.1,14.67,189.51,69.59,5.48,39.95
218,ICARDA,51,50542,6,2,Pisum,Sativum,Pisum sativum subsp. Sativum,Fabaceae,Fabales,Legume,,60.8,93.7,8.03,13.68,13.2,14.6,200.38,72.45,5.76,40.39
280,ICARDA,51,50542,32,1,Pisum,Sativum,Pisum sativum subsp. Sativum,Fabaceae,Fabales,Legume,,103.5,95,15.63,14.12,15.1,14.87,201.39,69.47,5.9,43.1
281,ICARDA,51,50542,32,2,Pisum,Sativum,Pisum sativum subsp. Sativum,Fabaceae,Fabales,Legume,,97.5,82,14.63,11.91,15,14.53,173.73,63.45,4.97,39.77
282,ICARDA,51,50542,32,3,Pisum,Sativum,Pisum sativum subsp. Sativum,Fabaceae,Fabales,Legume,,100.5,93,15.28,13.92,15.2,14.97,199.15,69.16,5.87,43.09
283,ICARDA,52,,5,1,Pisum,sativum,Pisum sativum var. sativum,Fabaceae,Fabales,Legume,,66.8,106.5,9.48,15.08,14.2,14.16,225.86,76.91,7.85,41.59
2767,ICARDA,52,,5,2,Pisum,sativum,Pisum sativum var. sativum,Fabaceae,Fabales,Legume,,65.8,102,9.47,16.39,14.4,16.07,216.14,75.4,8.52,46.07
219,ICARDA,52,,6,3,Pisum,sativum,Pisum sativum var. sativum,Fabaceae,Fabales,Legume,,68.3,97.7,9.43,13.95,13.8,14.28,205.08,82.11,7.19,35.67
220,ICARDA,52,,6,1,Pisum,sativum,Pisum sativum var. sativum,Fabaceae,Fabales,Legume,,67.3,98.7,9.02,14.54,13.4,14.73,208.91,75.67,7.55,40.68
221,ICARDA,52,,6,2,Pisum,sativum,Pisum sativum var. sativum,Fabaceae,Fabales,Legume,,69.3,103.7,9.22,15.64,13.3,15.09,219.85,78.03,8.14,42.51
284,ICARDA,52,,6,3,Pisum,sativum,Pisum sativum var. sativum,Fabaceae,Fabales,Legume,,68.3,102.2,9.16,15.59,13.4,15.25,214.78,86.4,8.04,37.92
285,ICARDA,52,,32,1,Pisum,sativum,Pisum sativum var. sativum,Fabaceae,Fabales,Legume,,113.5,104,16.8,14.99,14.8,14.42,218.98,76.99,7.75,41.01
286,ICARDA,52,,32,2,Pisum,sativum,Pisum sativum var. sativum,Fabaceae,Fabales,Legume,,115,105.5,16.79,15,14.6,14.22,220.65,76.72,7.7,40.9
287,ICARDA,53,,5,1,Pisum,sp.,Pisum sp.,Fabaceae,Fabales,Legume,,65.8,114,9.14,18.11,13.9,15.89,240.21,76.84,8.78,49.67
2769,ICARDA,53,,5,2,Pisum,sp.,Pisum sp.,Fabaceae,Fabales,Legume,,66.3,113.5,8.75,17.3,13.2,15.24,239.06,79.17,8.38,46.02
2770,ICARDA,53,,5,3,Pisum,sp.,Pisum sp.,Fabaceae,Fabales,Legume,,67.3,109,9.42,17.06,14,15.65,230.64,77.57,8.3,46.52
222,ICARDA,53,,6,1,Pisum,sp.,Pisum sp.,Fabaceae,Fabales,Legume,,67.3,107.2,9.02,16.39,13.4,15.3,225.99,80.81,7.95,42.78
223,ICARDA,53,,6,2,Pisum,sp.,Pisum sp.,Fabaceae,Fabales,Legume,,73.3,113.7,10.27,17.61,14,15.49,239.84,80.12,8.54,46.37
224,ICARDA,53,,6,3,Pisum,sp.,Pisum sp.,Fabaceae,Fabales,Legume,,69.3,106.2,9.85,16.44,14.2,15.48,222.95,79.61,7.94,43.36
288,ICARDA,53,,6,1,Pisum,sp.,Pisum sp.,Fabaceae,Fabales,Legume,,72.3,107.7,9.77,15.88,13.5,14.75,227.18,81.77,7.7,40.97
289,ICARDA,53,,32,1,Pisum,sp.,Pisum sp.,Fabaceae,Fabales,Legume,,125,121.5,18.13,17.44,14.5,14.35,253.15,83.27,8.35,43.63
290,ICARDA,53,,32,2,Pisum,sp.,Pisum sp.,Fabaceae,Fabales,Legume,,114,112.5,16.64,16.36,14.6,14.54,235.09,81.9,7.86,41.73
291,ICARDA,54,,5,1,lathyrus,ochrus,Lathyrus ochrus,Fabaceae,Fabales,Legume,,66.8,96.5,9.14,14.65,13.7,15.18,207.22,73.65,7.94,42.71
2771,ICARDA,54,,5,2,lathyrus,ochrus,Lathyrus ochrus,Fabaceae,Fabales,Legume,,68.8,102.5,9.21,15.36,13.4,14.98,218.4,75.73,8.26,43.2
2772,ICARDA,54,,5,3,lathyrus,ochrus,Lathyrus ochrus,Fabaceae,Fabales,Legume,,57.3,85.5,8.02,13.47,14,15.75,183.05,75.59,7.28,38.14
225,ICARDA,54,,6,2,lathyrus,ochrus,Lathyrus ochrus,Fabaceae,Fabales,Legume,,73.8,105.7,8.34,14.2,11.3,13.44,225.64,82.28,7.65,36.86
226,ICARDA,54,,6,3,lathyrus,ochrus,Lathyrus ochrus,Fabaceae,Fabales,Legume,,74.3,103.2,9.81,15.26,13.2,14.79,220.13,75.14,8.22,43.34
227,ICARDA,54,,6,1,lathyrus,ochrus,Lathyrus ochrus,Fabaceae,Fabales,Legume,,73.3,109.2,9.53,15.95,13,14.61,233.86,78.51,8.62,43.51
292,ICARDA,54,,6,2,lathyrus,ochrus,Lathyrus ochrus,Fabaceae,Fabales,Legume,,74.3,105.2,9.59,15.57,12.9,14.81,225.24,79.89,8.42,41.74
293,ICARDA,54,,32,1,lathyrus,ochrus,Lathyrus ochrus,Fabaceae,Fabales,Legume,,114,105.5,15.62,14,13.7,13.27,224.61,77.05,7.52,38.69
294,ICARDA,54,,32,2,lathyrus,ochrus,Lathyrus ochrus,Fabaceae,Fabales,Legume,,117,113.5,15.44,14.79,13.2,13.03,240.79,80.1,7.92,39.18
295,ICARDA,55,,5,1,Pisum,sativum,Pisum sativum subsp. Elatius,Fabaceae,Fabales,Legume,,54.8,99,7.77,14.01,14.2,14.16,210.67,69.83,6.74,42.71
2773,ICARDA,55,,5,2,Pisum,sativum,Pisum sativum subsp. Elatius,Fabaceae,Fabales,Legume,,55.8,99,7.53,15.05,13.5,15.2,210.84,70.67,7.24,45.36
2774,ICARDA,55,,5,3,Pisum,sativum,Pisum sativum subsp. Elatius,Fabaceae,Fabales,Legume,,54.8,97.5,7.77,15.3,14.2,15.69,206.74,72.05,7.33,45.02
228,ICARDA,55,,6,3,Pisum,sativum,Pisum sativum subsp. Elatius,Fabaceae,Fabales,Legume,,47.3,88.2,6.72,13.54,14.2,15.36,187.84,73.99,6.52,38.99
229,ICARDA,55,,6,1,Pisum,sativum,Pisum sativum subsp. Elatius,Fabaceae,Fabales,Legume,,56.3,90.7,7.44,13.38,13.2,14.75,191.56,74.35,6.38,38.01
230,ICARDA,55,,6,2,Pisum,sativum,Pisum sativum subsp. Elatius,Fabaceae,Fabales,Legume,,57.3,90.7,7.74,13.61,13.5,15.01,192.86,74.88,6.54,38.65
296,ICARDA,55,,6,3,Pisum,sativum,Pisum sativum subsp. Elatius,Fabaceae,Fabales,Legume,,55.3,91.2,7.64,13.48,13.8,14.78,193.08,68.02,6.45,41.96
297,ICARDA,55,,32,1,Pisum,sativum,Pisum sativum subsp. Elatius,Fabaceae,Fabales,Legume,,116,104.5,16.59,14.61,14.3,13.98,221.89,67.49,7.01,45.96
298,ICARDA,55,,32,2,Pisum,sativum,Pisum sativum subsp. Elatius,Fabaceae,Fabales,Legume,,114,100.5,16.19,13.92,14.2,13.85,214.16,72.66,6.7,40.82
2775,ICARDA,56,,5,1,Medicago,doliata,Medicago doliata var. doliata,Fabaceae,Fabales,Legume,,38.8,88,5.97,14.83,15.4,16.86,188.47,71.75,6.41,44.28
2776,ICARDA,56,,5,2,Medicago,doliata,Medicago doliata var. doliata,Fabaceae,Fabales,Legume,,50.8,94,7.05,15.06,13.9,16.02,202.69,70.2,6.55,46.24
231,ICARDA,56,,5,3,Medicago,doliata,Medicago doliata var. doliata,Fabaceae,Fabales,Legume,,43.8,87,6.3,14.04,14.4,16.14,188.49,70.06,6.14,43.43
232,ICARDA,56,,6,1,Medicago,doliata,Medicago doliata var. doliata,Fabaceae,Fabales,Legume,,48.3,82.2,7.25,13.24,15,16.11,175.08,71.55,5.69,39.42
233,ICARDA,56,,6,2,Medicago,doliata,Medicago doliata var. doliata,Fabaceae,Fabales,Legume,,47.3,39.7,7.43,6.17,15.7,15.56,84.71,69.21,2.66,19.05
299,ICARDA,56,,6,3,Medicago,doliata,Medicago doliata var. doliata,Fabaceae,Fabales,Legume,,44.3,30.7,0,0,0,0,65.82,,0,
300,ICARDA,56,,6,1,Medicago,doliata,Medicago doliata var. doliata,Fabaceae,Fabales,Legume,,43.3,77.7,7.19,13.61,16.6,17.53,167.63,72.05,5.93,40.78
301,ICARDA,56,,32,1,Medicago,doliata,Medicago doliata var. doliata,Fabaceae,Fabales,Legume,,110,104.5,15.07,13.96,13.7,13.36,225.28,71.91,6.07,41.85
302,ICARDA,56,,32,2,Medicago,doliata,Medicago doliata var. doliata,Fabaceae,Fabales,Legume,,107,102.5,14.77,13.87,13.8,13.53,222.12,70.23,6.06,42.79
2777,ICARDA,57,,5,1,Medicago,bonarotiana,Medicago bonarotiana,Fabaceae,Fabales,Legume,,67.8,94,9.15,14.27,13.5,15.18,198.27,72.09,6.58,41.74
2778,ICARDA,57,,5,2,Medicago,bonarotiana,Medicago bonarotiana,Fabaceae,Fabales,Legume,,65.8,88,5.52,9.82,8.4,11.16,184.26,71.27,4.5,28.84
234,ICARDA,57,,5,3,Medicago,bonarotiana,Medicago bonarotiana,Fabaceae,Fabales,Legume,,65.3,91,8.74,14.05,13.4,15.44,190.96,70.58,6.45,41.77
235,ICARDA,57,,6,2,Medicago,bonarotiana,Medicago bonarotiana,Fabaceae,Fabales,Legume,,53.3,75.7,7.84,11.53,14.7,15.23,160.21,71.29,5.34,34.23
236,ICARDA,57,,6,3,Medicago,bonarotiana,Medicago bonarotiana,Fabaceae,Fabales,Legume,,60.3,83.2,8.21,12.82,13.6,15.41,176.12,71.83,5.94,37.79
303,ICARDA,57,,6,1,Medicago,bonarotiana,Medicago bonarotiana,Fabaceae,Fabales,Legume,,63.3,81.2,8.17,11.61,12.9,14.31,170.66,81.6,5.34,29.92
304,ICARDA,57,,6,2,Medicago,bonarotiana,Medicago bonarotiana,Fabaceae,Fabales,Legume,,58.3,76.7,7.06,10.65,12.1,13.89,161.42,100,4.9,22.43
305,ICARDA,57,,32,1,Medicago,bonarotiana,Medicago bonarotiana,Fabaceae,Fabales,Legume,,115,103.5,15.64,13.28,13.6,12.83,217.32,73.8,6.1,37.79
2779,ICARDA,57,,32,2,Medicago,bonarotiana,Medicago bonarotiana,Fabaceae,Fabales,Legume,,109,95.5,13.84,11.08,12.7,11.6,199.81,72.17,5.07,32.11
2780,ICARDA,58,,5,1,Medicago,constricta,Medicago constricta,Fabaceae,Fabales,Legume,,65.3,97.5,8.87,15.32,13.6,15.72,204.35,63.07,6.22,50.92
237,ICARDA,58,,5,2,Medicago,constricta,Medicago constricta,Fabaceae,Fabales,Legume,,54.8,85,7.39,13.35,13.5,15.71,179.04,63.67,5.44,44.17
238,ICARDA,58,,5,3,Medicago,constricta,Medicago constricta,Fabaceae,Fabales,Legume,,58.8,89.5,7.76,13.91,13.2,15.54,187.58,58.31,5.64,49.98
239,ICARDA,58,,6,1,Medicago,constricta,Medicago constricta,Fabaceae,Fabales,Legume,,59.3,89.2,8.9,14.96,15,16.77,187.07,70.1,6.07,44.76
306,ICARDA,58,,6,2,Medicago,constricta,Medicago constricta,Fabaceae,Fabales,Legume,,67.3,100.7,9.36,15.86,13.9,15.75,212.88,61.26,6.49,54.75
307,ICARDA,58,,6,3,Medicago,constricta,Medicago constricta,Fabaceae,Fabales,Legume,,58.3,90.7,7.12,13.16,12.2,14.52,190.97,68.05,5.37,40.74
308,ICARDA,58,,32,1,Medicago,constricta,Medicago constricta,Fabaceae,Fabales,Legume,,105,94.5,14.28,12.23,13.6,12.94,197.36,64.43,4.94,39.65
2781,ICARDA,58,,32,2,Medicago,constricta,Medicago constricta,Fabaceae,Fabales,Legume,,102,86.5,14.38,11.33,14.1,13.1,180.33,64.81,4.57,36.44
2782,ICARDA,59,,5,1,Medicago,orbicularis,Medicago orbicularis,Fabaceae,Fabales,Legume,,64.8,105,9.07,16.31,14,15.53,226.06,82.26,11.59,42.69
2783,ICARDA,59,,5,2,Medicago,orbicularis,Medicago orbicularis,Fabaceae,Fabales,Legume,,67.3,106.5,9.42,15.62,14,14.66,233.66,66.56,11.31,51.47
240,ICARDA,59,,5,3,Medicago,orbicularis,Medicago orbicularis,Fabaceae,Fabales,Legume,,54.3,95.5,7.65,14.95,14.1,15.65,204.67,79.58,10.58,40.26
241,ICARDA,59,,6,1,Medicago,orbicularis,Medicago orbicularis,Fabaceae,Fabales,Legume,,66.3,102.7,9.68,16.48,14.6,16.05,220.07,79.96,11.66,44.18
242,ICARDA,59,,6,2,Medicago,orbicularis,Medicago orbicularis,Fabaceae,Fabales,Legume,,64.3,97.7,9.46,15.76,14.7,16.13,208.57,82.06,11.11,41.01
309,ICARDA,59,,6,3,Medicago,orbicularis,Medicago orbicularis,Fabaceae,Fabales,Legume,,61.3,95.2,8.95,15.28,14.6,16.06,203.47,83.24,10.78,39.25
310,ICARDA,59,,32,1,Medicago,orbicularis,Medicago orbicularis,Fabaceae,Fabales,Legume,,100,99.5,13,12.91,13,12.97,212.11,80.94,9.08,33.99
311,ICARDA,59,,32,2,Medicago,orbicularis,Medicago orbicularis,Fabaceae,Fabales,Legume,,104,102.5,13.73,13.45,13.2,13.12,221.03,83.27,9.57,34.83
2784,ICARDA,59,,32,3,Medicago,orbicularis,Medicago orbicularis,Fabaceae,Fabales,Legume,,103,97.5,14.01,12.97,13.6,13.3,208.71,84.05,9.16,33.03
2785,ICARDA,60,,5,1,Medicago,polymorpha,Medicago polymorpha var. polymorpha,Fabaceae,Fabales,Legume,,48.8,84,6.73,13.28,13.8,15.81,180.52,64.91,6,43.98
243,ICARDA,60,,5,2,Medicago,polymorpha,Medicago polymorpha var. polymorpha,Fabaceae,Fabales,Legume,,56.3,93.5,7.2,14.09,12.8,15.07,202.09,55.56,6.4,54.82
244,ICARDA,60,,5,3,Medicago,polymorpha,Medicago polymorpha var. polymorpha,Fabaceae,Fabales,Legume,,53.8,91,7.53,14.45,14,15.88,196.77,60.8,6.57,51.4
245,ICARDA,60,,6,1,Medicago,polymorpha,Medicago polymorpha var. polymorpha,Fabaceae,Fabales,Legume,,66.3,99.7,9.22,15.02,13.9,15.07,213.72,78.64,6.77,40.96
312,ICARDA,60,,6,2,Medicago,polymorpha,Medicago polymorpha var. polymorpha,Fabaceae,Fabales,Legume,,66.8,99.2,9.16,15.23,13.7,15.36,213.15,72.23,6.88,45.34
313,ICARDA,60,,6,3,Medicago,polymorpha,Medicago polymorpha var. polymorpha,Fabaceae,Fabales,Legume,,66.3,94.7,8.89,14.33,13.4,15.14,202.91,68.23,6.46,45.01
314,ICARDA,60,,32,1,Medicago,polymorpha,Medicago polymorpha var. polymorpha,Fabaceae,Fabales,Legume,,81,25.5,9.56,-0.27,11.8,-1.04,,70.01,-0.12,
2786,ICARDA,60,,32,2,Medicago,polymorpha,Medicago polymorpha var. polymorpha,Fabaceae,Fabales,Legume,,95,82.5,11.59,9.35,12.2,11.34,176.66,68.37,4.21,29.29
2787,ICARDA,60,,32,3,Medicago,polymorpha,Medicago polymorpha var. polymorpha,Fabaceae,Fabales,Legume,,73,41.5,9.71,3.94,13.3,9.5,,62.21,1.78,
2788,ICARDA,61,,5,1,Medicago,rigidula,Medicago rigidula,Fabaceae,Fabales,Legume,,56.8,89,7.95,14.36,14,16.14,186.62,73.71,6.81,40.86
246,ICARDA,61,,5,2,Medicago,rigidula,Medicago rigidula,Fabaceae,Fabales,Legume,,53.8,82,7.53,13.15,14,16.03,170.54,71.72,6.19,38.13
247,ICARDA,61,,5,3,Medicago,rigidula,Medicago rigidula,Fabaceae,Fabales,Legume,,48.3,77.5,7.09,12.91,14.7,16.66,161.41,73.57,6.09,36.56
248,ICARDA,61,,6,1,Medicago,rigidula,Medicago rigidula,Fabaceae,Fabales,Legume,,61.3,87.7,8.77,13.98,14.3,15.95,182.07,75.12,6.57,38.67
315,ICARDA,61,,6,2,Medicago,rigidula,Medicago rigidula,Fabaceae,Fabales,Legume,,60.3,91.7,8.81,14.98,14.6,16.34,190.34,64.72,7.04,48.07
316,ICARDA,61,,6,3,Medicago,rigidula,Medicago rigidula,Fabaceae,Fabales,Legume,,57.3,88.2,8.2,13.72,14.3,15.56,182.93,74.87,6.44,38.01
317,ICARDA,61,,32,1,Medicago,rigidula,Medicago rigidula,Fabaceae,Fabales,Legume,,102,85.5,14.69,11.44,14.4,13.38,178.17,83.12,5.39,28.67
2789,ICARDA,61,,32,2,Medicago,rigidula,Medicago rigidula,Fabaceae,Fabales,Legume,,99,83.5,13.46,10.44,13.6,12.5,174.04,79.03,4.92,27.54
